stock_id,stock_name,industry_category,actual_months,WMAPE,SMAPE,MedianAPE,MAPE,RMSE,MAE,Bias,UnderestimateRate,DirectionAccuracy,WMAPE_numeric_valid,SMAPE_numeric_valid,MedianAPE_numeric_valid,MAPE_numeric_valid,RMSE_numeric_valid,MAE_numeric_valid,Bias_numeric_valid,UnderestimateRate_numeric_valid,DirectionAccuracy_numeric_valid,sarima_months,fallback_months,selected_order,selected_seasonal_order,best_aic,runtime_seconds
6456,GIS-KY,光電業,12,11.418,11.557,10.005,11.933,813548.914,635431.841,101635.04,50.0,66.667,11.417626044062638,11.556860767639536,10.005080519107825,11.933293801580188,813548.9136319855,635431.8405708305,101635.04021072057,50.0,66.66666666666666,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-6.147783038271449,1.3137813999783248
3419,譁裕,通信網路業,12,11.418,12.139,9.433,12.385,20094.483,16729.773,2498.99,41.667,75.0,11.417808647036075,12.138923626883301,9.433495941877784,12.385236821958516,20094.48319252876,16729.772852939903,2498.9901761960245,41.66666666666667,75.0,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-12.848400223612526,0.965477399993688
6958,日盛台駿,其他,12,11.427,11.102,11.796,11.629,112027.445,103316.333,57804.833,25.0,25.0,11.426676500140921,11.10192994172948,11.796467266347815,11.629019610391538,112027.44523478759,103316.33333333333,57804.833333333336,25.0,25.0,0,12,,,,0.0199260001536458
2233,宇隆,汽車工業,12,11.429,11.198,9.433,11.382,37606.317,31189.744,7215.677,41.667,50.0,11.428515971992697,11.19754264041598,9.43277451052099,11.381771281275437,37606.31733826369,31189.74389066816,7215.677344344258,41.66666666666667,50.0,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-56.40538463768832,0.8240332000423223
2013,中鋼構,鋼鐵工業,12,11.431,11.251,11.978,11.471,236134.075,199555.068,21676.656,50.0,83.333,11.431300406555335,11.25094133049832,11.97772538601983,11.470736804368359,236134.07468886455,199555.06806719583,21676.656317470577,50.0,83.33333333333334,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-45.05346654109388,0.8442621000576764
3011,今皓,電子零組件業,12,11.451,10.528,9.755,11.224,9028.809,7201.196,4478.339,25.0,66.667,11.451206028110862,10.528386985313876,9.755087112353173,11.22356442689572,9028.80886225328,7201.195880166107,4478.338737274962,25.0,66.66666666666666,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-35.680832261588925,0.7812212000135332
6242,立康,生技醫療業,12,11.453,12.559,10.735,12.557,6867.543,5623.311,1927.363,25.0,58.333,11.452596791970096,12.558870063387753,10.735021039208515,12.557432425039774,6867.543205846588,5623.310919333257,1927.3634264416876,25.0,58.333333333333336,12,0,"(1, 1, 1)","(0, 1, 1, 12)",10.783053771854528,1.2290916999336332
4401,東隆興,紡織纖維,12,11.46,11.82,9.512,11.901,44744.974,37196.858,4329.262,41.667,75.0,11.459599729104504,11.819900809340005,9.511508341317928,11.901160000366128,44744.974165972366,37196.85800569692,4329.26244480054,41.66666666666667,75.0,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-21.221977132030588,0.6753509000409395
2316,楠梓電,電子零組件業,12,11.466,12.036,10.312,11.615,47407.763,35801.267,-14225.384,66.667,91.667,11.465599262090553,12.036459030975923,10.311629651441601,11.615025442800759,47407.76318124776,35801.26681321539,-14225.384317555106,66.66666666666666,91.66666666666666,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-26.239046755038395,0.8363848000299186
8477,創業家,數位雲端類,12,11.478,11.181,12.06,11.631,4799.62,3967.863,1559.605,41.667,58.333,11.478373277536571,11.181401170890926,12.060174378856162,11.631481509100801,4799.620366378709,3967.863205200971,1559.6052380438568,41.66666666666667,58.333333333333336,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-38.42000797833849,1.3452403000555933
1718,中纖,化學生技醫療,12,11.484,11.434,9.726,12.482,529484.004,438388.249,317216.356,25.0,66.667,11.483895816705992,11.433708272273794,9.726437224270738,12.481778408963033,529484.003868293,438388.2485887024,317216.3558827844,25.0,66.66666666666666,12,0,"(0, 1, 1)","(1, 1, 0, 12)",-36.082992968755846,0.6557884998619556
4958,臻鼎-KY,電子工業,12,11.485,11.637,8.53,11.559,2016536.566,1746861.884,-108799.561,58.333,83.333,11.484854564377752,11.637387269557037,8.530340668737683,11.559035616159207,2016536.565838229,1746861.8837955182,-108799.56115264368,58.333333333333336,83.33333333333334,12,0,"(1, 1, 1)","(0, 1, 1, 12)",-24.743890224265076,3.0931124999187887
6590,普鴻,資訊服務業,12,11.491,11.215,12.023,11.276,7899.877,6355.602,-880.727,66.667,41.667,11.490718285480824,11.215355284256374,12.023112392005181,11.27591148721196,7899.876619680118,6355.602464086584,-880.7268685569574,66.66666666666666,41.66666666666667,12,0,"(0, 1, 1)","(1, 1, 0, 12)",-38.34743291423121,0.5984769999049604
6796,晉弘,生技醫療業,12,11.496,11.66,10.863,11.536,7445.5,6336.218,-1134.332,58.333,66.667,11.496202709594455,11.660220776141866,10.863236821151903,11.536113547566597,7445.500423524406,6336.218344913305,-1134.3322558190976,58.333333333333336,66.66666666666666,12,0,"(0, 1, 1)","(1, 1, 0, 12)",9.097090810546682,0.5660114998463541
2064,晉椿,鋼鐵工業,12,11.5,11.286,11.168,11.491,18353.683,15150.397,1036.073,50.0,83.333,11.499650484729093,11.286201584405797,11.168111957325872,11.4914703267646,18353.68282167332,15150.396608905685,1036.0731497725221,50.0,83.33333333333334,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-33.753276297929375,0.6660227000247687
3178,公準,半導體業,12,11.502,11.248,11.614,11.65,15144.298,12045.074,4857.088,25.0,58.333,11.501796402787829,11.247671292815443,11.614258894163012,11.649833959962015,15144.297795006738,12045.074171043176,4857.087713973419,25.0,58.333333333333336,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-21.831307582201383,1.080929100047797
2420,新巨,電子零組件業,12,11.514,11.332,8.534,11.922,27395.724,20830.539,6305.487,50.0,66.667,11.513928623798057,11.331643765759885,8.533625672692272,11.921725561767794,27395.723826889956,20830.539109030495,6305.487079526091,50.0,66.66666666666666,12,0,"(0, 1, 1)","(0, 1, 0, 12)",-69.19107395491227,0.3869368999730795
6237,驊訊,半導體業,12,11.529,12.108,8.16,11.808,7110.495,4815.144,-647.335,41.667,91.667,11.52888275310186,12.108238818111538,8.159939253651272,11.808331971132406,7110.495214746892,4815.143563258228,-647.335447705881,41.66666666666667,91.66666666666666,12,0,"(1, 1, 0)","(0, 1, 1, 12)",21.31988423669357,1.05247569992207
5276,達輝-KY,其他,12,11.529,11.129,9.573,11.882,10744.332,8796.301,5234.339,33.333,83.333,11.529013476356594,11.128799226233001,9.572795747859182,11.882134743635572,10744.332284141472,8796.30101956702,5234.338759132048,33.33333333333333,83.33333333333334,12,0,"(1, 1, 1)","(0, 1, 1, 12)",46.55755879572602,1.3200569001492113
3081,聯亞,通信網路業,12,11.529,14.051,8.058,12.744,26740.255,21164.405,-13798.539,83.333,41.667,11.52943188622123,14.051206242275777,8.057570487744709,12.744311401433517,26740.255081678515,21164.40517205802,-13798.539010776869,83.33333333333334,41.66666666666667,12,0,"(1, 1, 0)","(0, 1, 1, 12)",11.336133961159934,2.2469889998901635
1455,集盛,紡織纖維,12,11.535,10.473,10.487,10.725,74161.45,59617.589,28016.764,16.667,41.667,11.534523687464194,10.472801880141823,10.487462402292728,10.724860447574748,74161.45035202726,59617.58904570732,28016.764372126006,16.666666666666664,41.66666666666667,12,0,"(1, 1, 1)","(0, 1, 1, 12)",-39.333063960415366,2.6138631999492645
4440,宜新實業,紡織纖維,12,11.54,11.468,10.934,11.122,12246.546,10282.706,-2287.876,50.0,75.0,11.540236243975743,11.467739517722919,10.933998647729968,11.122068446509644,12246.54582772322,10282.706317333243,-2287.8757537648253,50.0,75.0,12,0,"(1, 1, 0)","(0, 1, 1, 12)",-39.442926950498745,1.0191065000835806
2516,新建,建材營造,12,11.547,12.048,9.539,11.872,119275.973,99521.643,5787.887,33.333,75.0,11.546570577418313,12.048415961987894,9.538887424882125,11.872055264503823,119275.97343444706,99521.64303663936,5787.886960487512,33.33333333333333,75.0,12,0,"(0, 1, 1)","(0, 1, 1, 12)",-6.997959736554105,0.5893290999811143
