date,stock_id,country,revenue,revenue_month,revenue_year,revenue_available_date
2025-09-01,2429,Taiwan,37803000,9,2025,2025-10-10
2025-10-01,2429,Taiwan,47920000,10,2025,2025-11-10
2025-11-01,2429,Taiwan,56408000,11,2025,2025-12-10
2025-12-01,2429,Taiwan,64789000,12,2025,2026-01-10
2025-01-01,2430,Taiwan,1717211000,1,2025,2025-02-10
2025-02-01,2430,Taiwan,1311989000,2,2025,2025-03-10
2025-03-01,2430,Taiwan,1314665000,3,2025,2025-04-10
2025-04-01,2430,Taiwan,1486473000,4,2025,2025-05-10
2025-05-01,2430,Taiwan,1555551000,5,2025,2025-06-10
2025-06-01,2430,Taiwan,1475748000,6,2025,2025-07-10
2025-07-01,2430,Taiwan,1544773000,7,2025,2025-08-10
2025-08-01,2430,Taiwan,1482210000,8,2025,2025-09-10
2025-09-01,2430,Taiwan,1481230000,9,2025,2025-10-10
2025-10-01,2430,Taiwan,1484648000,10,2025,2025-11-10
2025-11-01,2430,Taiwan,1439174000,11,2025,2025-12-10
2025-12-01,2430,Taiwan,1383263000,12,2025,2026-01-10
2025-01-01,2431,Taiwan,20842000,1,2025,2025-02-10
2025-02-01,2431,Taiwan,43511000,2,2025,2025-03-10
2025-03-01,2431,Taiwan,51534000,3,2025,2025-04-10
2025-04-01,2431,Taiwan,43020000,4,2025,2025-05-10
2025-05-01,2431,Taiwan,35713000,5,2025,2025-06-10
2025-06-01,2431,Taiwan,27628000,6,2025,2025-07-10
2025-07-01,2431,Taiwan,32515000,7,2025,2025-08-10
2025-08-01,2431,Taiwan,28820000,8,2025,2025-09-10
2025-09-01,2431,Taiwan,23454000,9,2025,2025-10-10
2025-10-01,2431,Taiwan,24162000,10,2025,2025-11-10
2025-11-01,2431,Taiwan,18233000,11,2025,2025-12-10
2025-12-01,2431,Taiwan,25655000,12,2025,2026-01-10
2025-01-01,2432,Taiwan,226822000,1,2025,2025-02-10
2025-02-01,2432,Taiwan,203389000,2,2025,2025-03-10
2025-03-01,2432,Taiwan,325675000,3,2025,2025-04-10
2025-04-01,2432,Taiwan,177201000,4,2025,2025-05-10
2025-05-01,2432,Taiwan,233437000,5,2025,2025-06-10
2025-06-01,2432,Taiwan,305096000,6,2025,2025-07-10
2025-07-01,2432,Taiwan,261441000,7,2025,2025-08-10
2025-08-01,2432,Taiwan,246283000,8,2025,2025-09-10
2025-09-01,2432,Taiwan,339496000,9,2025,2025-10-10
2025-10-01,2432,Taiwan,252825000,10,2025,2025-11-10
2025-11-01,2432,Taiwan,292293000,11,2025,2025-12-10
2025-12-01,2432,Taiwan,409254000,12,2025,2026-01-10
2025-01-01,2433,Taiwan,230757000,1,2025,2025-02-10
2025-02-01,2433,Taiwan,218942000,2,2025,2025-03-10
2025-03-01,2433,Taiwan,224108000,3,2025,2025-04-10
2025-04-01,2433,Taiwan,228655000,4,2025,2025-05-10
2025-05-01,2433,Taiwan,221405000,5,2025,2025-06-10
2025-06-01,2433,Taiwan,222793000,6,2025,2025-07-10
2025-07-01,2433,Taiwan,230340000,7,2025,2025-08-10
2025-08-01,2433,Taiwan,223991000,8,2025,2025-09-10
2025-09-01,2433,Taiwan,224875000,9,2025,2025-10-10
2025-10-01,2433,Taiwan,227262000,10,2025,2025-11-10
2025-11-01,2433,Taiwan,229228000,11,2025,2025-12-10
2025-12-01,2433,Taiwan,236420000,12,2025,2026-01-10
2025-01-01,2434,Taiwan,2718000,1,2025,2025-02-10
2025-02-01,2434,Taiwan,2922000,2,2025,2025-03-10
2025-03-01,2434,Taiwan,4607000,3,2025,2025-04-10
2025-04-01,2434,Taiwan,4526000,4,2025,2025-05-10
2025-05-01,2434,Taiwan,4351000,5,2025,2025-06-10
2025-06-01,2434,Taiwan,3454000,6,2025,2025-07-10
2025-07-01,2434,Taiwan,4271000,7,2025,2025-08-10
2025-08-01,2434,Taiwan,2904000,8,2025,2025-09-10
2025-09-01,2434,Taiwan,4774000,9,2025,2025-10-10
2025-10-01,2434,Taiwan,4041000,10,2025,2025-11-10
2025-11-01,2434,Taiwan,2935000,11,2025,2025-12-10
2025-12-01,2434,Taiwan,4048000,12,2025,2026-01-10
2025-01-01,2436,Taiwan,258052000,1,2025,2025-02-10
2025-02-01,2436,Taiwan,257850000,2,2025,2025-03-10
2025-03-01,2436,Taiwan,279400000,3,2025,2025-04-10
2025-04-01,2436,Taiwan,299277000,4,2025,2025-05-10
2025-05-01,2436,Taiwan,314829000,5,2025,2025-06-10
2025-06-01,2436,Taiwan,314605000,6,2025,2025-07-10
2025-07-01,2436,Taiwan,282385000,7,2025,2025-08-10
2025-08-01,2436,Taiwan,324584000,8,2025,2025-09-10
2025-09-01,2436,Taiwan,312350000,9,2025,2025-10-10
2025-10-01,2436,Taiwan,279852000,10,2025,2025-11-10
2025-11-01,2436,Taiwan,344074000,11,2025,2025-12-10
2025-12-01,2436,Taiwan,301383000,12,2025,2026-01-10
2025-01-01,2438,Taiwan,22548000,1,2025,2025-02-10
2025-02-01,2438,Taiwan,29884000,2,2025,2025-03-10
2025-03-01,2438,Taiwan,38612000,3,2025,2025-04-10
2025-04-01,2438,Taiwan,53205000,4,2025,2025-05-10
2025-05-01,2438,Taiwan,36493000,5,2025,2025-06-10
2025-06-01,2438,Taiwan,38033000,6,2025,2025-07-10
2025-07-01,2438,Taiwan,48290000,7,2025,2025-08-10
2025-08-01,2438,Taiwan,29676000,8,2025,2025-09-10
2025-09-01,2438,Taiwan,24320000,9,2025,2025-10-10
2025-10-01,2438,Taiwan,34983000,10,2025,2025-11-10
2025-11-01,2438,Taiwan,33194000,11,2025,2025-12-10
2025-12-01,2438,Taiwan,58557000,12,2025,2026-01-10
2025-01-01,2439,Taiwan,2987315000,1,2025,2025-02-10
2025-02-01,2439,Taiwan,2721996000,2,2025,2025-03-10
2025-03-01,2439,Taiwan,3150779000,3,2025,2025-04-10
2025-04-01,2439,Taiwan,3292035000,4,2025,2025-05-10
2025-05-01,2439,Taiwan,3527908000,5,2025,2025-06-10
2025-06-01,2439,Taiwan,3454770000,6,2025,2025-07-10
2025-07-01,2439,Taiwan,3658294000,7,2025,2025-08-10
2025-08-01,2439,Taiwan,4413573000,8,2025,2025-09-10
2025-09-01,2439,Taiwan,4990360000,9,2025,2025-10-10
2025-10-01,2439,Taiwan,4969238000,10,2025,2025-11-10
2025-11-01,2439,Taiwan,4969265000,11,2025,2025-12-10
2025-12-01,2439,Taiwan,4256847000,12,2025,2026-01-10
2025-01-01,2440,Taiwan,235349000,1,2025,2025-02-10
2025-02-01,2440,Taiwan,283216000,2,2025,2025-03-10
2025-03-01,2440,Taiwan,380456000,3,2025,2025-04-10
2025-04-01,2440,Taiwan,356547000,4,2025,2025-05-10
2025-05-01,2440,Taiwan,272983000,5,2025,2025-06-10
2025-06-01,2440,Taiwan,258826000,6,2025,2025-07-10
2025-07-01,2440,Taiwan,270430000,7,2025,2025-08-10
2025-08-01,2440,Taiwan,270146000,8,2025,2025-09-10
2025-09-01,2440,Taiwan,282658000,9,2025,2025-10-10
2025-10-01,2440,Taiwan,256943000,10,2025,2025-11-10
2025-11-01,2440,Taiwan,309738000,11,2025,2025-12-10
2025-12-01,2440,Taiwan,328859000,12,2025,2026-01-10
2025-01-01,2441,Taiwan,1216728000,1,2025,2025-02-10
2025-02-01,2441,Taiwan,1236507000,2,2025,2025-03-10
2025-03-01,2441,Taiwan,1443203000,3,2025,2025-04-10
2025-04-01,2441,Taiwan,1470648000,4,2025,2025-05-10
2025-05-01,2441,Taiwan,1442618000,5,2025,2025-06-10
2025-06-01,2441,Taiwan,1407796000,6,2025,2025-07-10
2025-07-01,2441,Taiwan,1410562000,7,2025,2025-08-10
2025-08-01,2441,Taiwan,1438952000,8,2025,2025-09-10
2025-09-01,2441,Taiwan,1401242000,9,2025,2025-10-10
2025-10-01,2441,Taiwan,1474273000,10,2025,2025-11-10
2025-11-01,2441,Taiwan,1429112000,11,2025,2025-12-10
2025-12-01,2441,Taiwan,1392572000,12,2025,2026-01-10
2025-01-01,2442,Taiwan,205313000,1,2025,2025-02-10
2025-02-01,2442,Taiwan,14581000,2,2025,2025-03-10
2025-03-01,2442,Taiwan,231777000,3,2025,2025-04-10
2025-04-01,2442,Taiwan,66131000,4,2025,2025-05-10
2025-05-01,2442,Taiwan,178395000,5,2025,2025-06-10
2025-06-01,2442,Taiwan,15289000,6,2025,2025-07-10
2025-07-01,2442,Taiwan,14369000,7,2025,2025-08-10
2025-08-01,2442,Taiwan,20508000,8,2025,2025-09-10
2025-09-01,2442,Taiwan,59027000,9,2025,2025-10-10
2025-10-01,2442,Taiwan,22175000,10,2025,2025-11-10
2025-11-01,2442,Taiwan,25086000,11,2025,2025-12-10
2025-12-01,2442,Taiwan,9883855000,12,2025,2026-01-10
2025-01-01,2444,Taiwan,97467000,1,2025,2025-02-10
2025-02-01,2444,Taiwan,96822000,2,2025,2025-03-10
2025-03-01,2444,Taiwan,99353000,3,2025,2025-04-10
2025-04-01,2444,Taiwan,84097000,4,2025,2025-05-10
2025-05-01,2444,Taiwan,110466000,5,2025,2025-06-10
2025-06-01,2444,Taiwan,112234000,6,2025,2025-07-10
2025-07-01,2444,Taiwan,86143000,7,2025,2025-08-10
2025-08-01,2444,Taiwan,84645000,8,2025,2025-09-10
2025-09-01,2444,Taiwan,102241000,9,2025,2025-10-10
2025-10-01,2444,Taiwan,74774000,10,2025,2025-11-10
2025-11-01,2444,Taiwan,53487000,11,2025,2025-12-10
2025-12-01,2444,Taiwan,134383000,12,2025,2026-01-10
2025-01-01,2449,Taiwan,2384946000,1,2025,2025-02-10
2025-02-01,2449,Taiwan,2286169000,2,2025,2025-03-10
2025-03-01,2449,Taiwan,2644375000,3,2025,2025-04-10
2025-04-01,2449,Taiwan,2781758000,4,2025,2025-05-10
2025-05-01,2449,Taiwan,2764705000,5,2025,2025-06-10
2025-06-01,2449,Taiwan,2815411000,6,2025,2025-07-10
2025-07-01,2449,Taiwan,2918332000,7,2025,2025-08-10
2025-08-01,2449,Taiwan,3100894000,8,2025,2025-09-10
2025-09-01,2449,Taiwan,3271304000,9,2025,2025-10-10
2025-10-01,2449,Taiwan,3418823000,10,2025,2025-11-10
2025-11-01,2449,Taiwan,3292565000,11,2025,2025-12-10
2025-12-01,2449,Taiwan,3254264000,12,2025,2026-01-10
2025-01-01,2450,Taiwan,2333799000,1,2025,2025-02-10
2025-02-01,2450,Taiwan,2735010000,2,2025,2025-03-10
2025-03-01,2450,Taiwan,2503128000,3,2025,2025-04-10
2025-04-01,2450,Taiwan,2386382000,4,2025,2025-05-10
2025-05-01,2450,Taiwan,2435640000,5,2025,2025-06-10
2025-06-01,2450,Taiwan,2475699000,6,2025,2025-07-10
2025-07-01,2450,Taiwan,2384781000,7,2025,2025-08-10
2025-08-01,2450,Taiwan,2478164000,8,2025,2025-09-10
2025-09-01,2450,Taiwan,3058986000,9,2025,2025-10-10
2025-10-01,2450,Taiwan,3705231000,10,2025,2025-11-10
2025-11-01,2450,Taiwan,3679894000,11,2025,2025-12-10
2025-12-01,2450,Taiwan,2948067000,12,2025,2026-01-10
2025-01-01,2451,Taiwan,880546000,1,2025,2025-02-10
2025-02-01,2451,Taiwan,919591000,2,2025,2025-03-10
2025-03-01,2451,Taiwan,1182715000,3,2025,2025-04-10
2025-04-01,2451,Taiwan,1072713000,4,2025,2025-05-10
2025-05-01,2451,Taiwan,1105232000,5,2025,2025-06-10
2025-06-01,2451,Taiwan,1052487000,6,2025,2025-07-10
2025-07-01,2451,Taiwan,1274380000,7,2025,2025-08-10
2025-08-01,2451,Taiwan,1288310000,8,2025,2025-09-10
2025-09-01,2451,Taiwan,1545811000,9,2025,2025-10-10
2025-10-01,2451,Taiwan,1723157000,10,2025,2025-11-10
2025-11-01,2451,Taiwan,2022848000,11,2025,2025-12-10
2025-12-01,2451,Taiwan,3057663000,12,2025,2026-01-10
2025-01-01,2453,Taiwan,424024000,1,2025,2025-02-10
2025-02-01,2453,Taiwan,493958000,2,2025,2025-03-10
2025-03-01,2453,Taiwan,554985000,3,2025,2025-04-10
2025-04-01,2453,Taiwan,594637000,4,2025,2025-05-10
2025-05-01,2453,Taiwan,509156000,5,2025,2025-06-10
2025-06-01,2453,Taiwan,604913000,6,2025,2025-07-10
2025-07-01,2453,Taiwan,557821000,7,2025,2025-08-10
2025-08-01,2453,Taiwan,565750000,8,2025,2025-09-10
2025-09-01,2453,Taiwan,726654000,9,2025,2025-10-10
2025-10-01,2453,Taiwan,632077000,10,2025,2025-11-10
2025-11-01,2453,Taiwan,774675000,11,2025,2025-12-10
2025-12-01,2453,Taiwan,994190000,12,2025,2026-01-10
2025-01-01,2454,Taiwan,51144288000,1,2025,2025-02-10
2025-02-01,2454,Taiwan,46171723000,2,2025,2025-03-10
2025-03-01,2454,Taiwan,55996226000,3,2025,2025-04-10
2025-04-01,2454,Taiwan,48754424000,4,2025,2025-05-10
2025-05-01,2454,Taiwan,45180526000,5,2025,2025-06-10
2025-06-01,2454,Taiwan,56433621000,6,2025,2025-07-10
2025-07-01,2454,Taiwan,43220164000,7,2025,2025-08-10
2025-08-01,2454,Taiwan,44546643000,8,2025,2025-09-10
2025-09-01,2454,Taiwan,54330057000,9,2025,2025-10-10
2025-10-01,2454,Taiwan,52026251000,10,2025,2025-11-10
2025-11-01,2454,Taiwan,46895680000,11,2025,2025-12-10
2025-12-01,2454,Taiwan,51266079000,12,2025,2026-01-10
2025-01-01,2455,Taiwan,261272000,1,2025,2025-02-10
2025-02-01,2455,Taiwan,265548000,2,2025,2025-03-10
2025-03-01,2455,Taiwan,266842000,3,2025,2025-04-10
2025-04-01,2455,Taiwan,231292000,4,2025,2025-05-10
2025-05-01,2455,Taiwan,218948000,5,2025,2025-06-10
2025-06-01,2455,Taiwan,263848000,6,2025,2025-07-10
2025-07-01,2455,Taiwan,290875000,7,2025,2025-08-10
2025-08-01,2455,Taiwan,275126000,8,2025,2025-09-10
2025-09-01,2455,Taiwan,346803000,9,2025,2025-10-10
2025-10-01,2455,Taiwan,355173000,10,2025,2025-11-10
2025-11-01,2455,Taiwan,285178000,11,2025,2025-12-10
2025-12-01,2455,Taiwan,319238000,12,2025,2026-01-10
2025-01-01,2457,Taiwan,742120000,1,2025,2025-02-10
2025-02-01,2457,Taiwan,631788000,2,2025,2025-03-10
2025-03-01,2457,Taiwan,884352000,3,2025,2025-04-10
2025-04-01,2457,Taiwan,861298000,4,2025,2025-05-10
2025-05-01,2457,Taiwan,804741000,5,2025,2025-06-10
2025-06-01,2457,Taiwan,750056000,6,2025,2025-07-10
2025-07-01,2457,Taiwan,995694000,7,2025,2025-08-10
2025-08-01,2457,Taiwan,933546000,8,2025,2025-09-10
2025-09-01,2457,Taiwan,840910000,9,2025,2025-10-10
2025-10-01,2457,Taiwan,790029000,10,2025,2025-11-10
2025-11-01,2457,Taiwan,756391000,11,2025,2025-12-10
2025-12-01,2457,Taiwan,804642000,12,2025,2026-01-10
2025-01-01,2458,Taiwan,1043107000,1,2025,2025-02-10
2025-02-01,2458,Taiwan,1054451000,2,2025,2025-03-10
2025-03-01,2458,Taiwan,1021326000,3,2025,2025-04-10
2025-04-01,2458,Taiwan,1073381000,4,2025,2025-05-10
2025-05-01,2458,Taiwan,969487000,5,2025,2025-06-10
2025-06-01,2458,Taiwan,988850000,6,2025,2025-07-10
2025-07-01,2458,Taiwan,1011978000,7,2025,2025-08-10
2025-08-01,2458,Taiwan,1170557000,8,2025,2025-09-10
2025-09-01,2458,Taiwan,1133440000,9,2025,2025-10-10
2025-10-01,2458,Taiwan,996946000,10,2025,2025-11-10
2025-11-01,2458,Taiwan,946301000,11,2025,2025-12-10
2025-12-01,2458,Taiwan,916528000,12,2025,2026-01-10
2025-01-01,2459,Taiwan,406304000,1,2025,2025-02-10
2025-02-01,2459,Taiwan,351658000,2,2025,2025-03-10
2025-03-01,2459,Taiwan,413850000,3,2025,2025-04-10
2025-04-01,2459,Taiwan,452478000,4,2025,2025-05-10
2025-05-01,2459,Taiwan,354743000,5,2025,2025-06-10
2025-06-01,2459,Taiwan,371544000,6,2025,2025-07-10
2025-07-01,2459,Taiwan,430921000,7,2025,2025-08-10
2025-08-01,2459,Taiwan,391746000,8,2025,2025-09-10
2025-09-01,2459,Taiwan,427541000,9,2025,2025-10-10
2025-10-01,2459,Taiwan,398629000,10,2025,2025-11-10
2025-11-01,2459,Taiwan,457922000,11,2025,2025-12-10
2025-12-01,2459,Taiwan,450751000,12,2025,2026-01-10
2025-01-01,2460,Taiwan,176659000,1,2025,2025-02-10
2025-02-01,2460,Taiwan,200224000,2,2025,2025-03-10
2025-03-01,2460,Taiwan,319886000,3,2025,2025-04-10
2025-04-01,2460,Taiwan,272312000,4,2025,2025-05-10
2025-05-01,2460,Taiwan,248848000,5,2025,2025-06-10
2025-06-01,2460,Taiwan,255729000,6,2025,2025-07-10
2025-07-01,2460,Taiwan,252600000,7,2025,2025-08-10
2025-08-01,2460,Taiwan,249476000,8,2025,2025-09-10
2025-09-01,2460,Taiwan,243660000,9,2025,2025-10-10
2025-10-01,2460,Taiwan,249842000,10,2025,2025-11-10
2025-11-01,2460,Taiwan,331041000,11,2025,2025-12-10
2025-12-01,2460,Taiwan,371496000,12,2025,2026-01-10
2025-01-01,2461,Taiwan,454207000,1,2025,2025-02-10
2025-02-01,2461,Taiwan,395964000,2,2025,2025-03-10
2025-03-01,2461,Taiwan,489216000,3,2025,2025-04-10
2025-04-01,2461,Taiwan,434540000,4,2025,2025-05-10
2025-05-01,2461,Taiwan,370868000,5,2025,2025-06-10
2025-06-01,2461,Taiwan,436403000,6,2025,2025-07-10
2025-07-01,2461,Taiwan,477685000,7,2025,2025-08-10
2025-08-01,2461,Taiwan,447465000,8,2025,2025-09-10
2025-09-01,2461,Taiwan,418925000,9,2025,2025-10-10
2025-10-01,2461,Taiwan,414785000,10,2025,2025-11-10
2025-11-01,2461,Taiwan,393678000,11,2025,2025-12-10
2025-12-01,2461,Taiwan,529024000,12,2025,2026-01-10
2025-01-01,2462,Taiwan,303316000,1,2025,2025-02-10
2025-02-01,2462,Taiwan,275742000,2,2025,2025-03-10
2025-03-01,2462,Taiwan,388837000,3,2025,2025-04-10
2025-04-01,2462,Taiwan,387808000,4,2025,2025-05-10
2025-05-01,2462,Taiwan,350517000,5,2025,2025-06-10
2025-06-01,2462,Taiwan,360265000,6,2025,2025-07-10
2025-07-01,2462,Taiwan,360056000,7,2025,2025-08-10
2025-08-01,2462,Taiwan,352739000,8,2025,2025-09-10
2025-09-01,2462,Taiwan,364742000,9,2025,2025-10-10
2025-10-01,2462,Taiwan,306418000,10,2025,2025-11-10
2025-11-01,2462,Taiwan,304491000,11,2025,2025-12-10
2025-12-01,2462,Taiwan,307171000,12,2025,2026-01-10
2025-01-01,2464,Taiwan,547287000,1,2025,2025-02-10
2025-02-01,2464,Taiwan,577653000,2,2025,2025-03-10
2025-03-01,2464,Taiwan,603949000,3,2025,2025-04-10
2025-04-01,2464,Taiwan,531564000,4,2025,2025-05-10
2025-05-01,2464,Taiwan,536332000,5,2025,2025-06-10
2025-06-01,2464,Taiwan,568069000,6,2025,2025-07-10
2025-07-01,2464,Taiwan,532373000,7,2025,2025-08-10
2025-08-01,2464,Taiwan,534364000,8,2025,2025-09-10
2025-09-01,2464,Taiwan,560724000,9,2025,2025-10-10
2025-10-01,2464,Taiwan,563708000,10,2025,2025-11-10
2025-11-01,2464,Taiwan,560953000,11,2025,2025-12-10
2025-12-01,2464,Taiwan,563987000,12,2025,2026-01-10
2025-01-01,2465,Taiwan,269109000,1,2025,2025-02-10
2025-02-01,2465,Taiwan,210023000,2,2025,2025-03-10
2025-03-01,2465,Taiwan,341205000,3,2025,2025-04-10
2025-04-01,2465,Taiwan,313034000,4,2025,2025-05-10
2025-05-01,2465,Taiwan,299296000,5,2025,2025-06-10
2025-06-01,2465,Taiwan,145673000,6,2025,2025-07-10
2025-07-01,2465,Taiwan,281096000,7,2025,2025-08-10
2025-08-01,2465,Taiwan,244302000,8,2025,2025-09-10
2025-09-01,2465,Taiwan,1426276000,9,2025,2025-10-10
2025-10-01,2465,Taiwan,259818000,10,2025,2025-11-10
2025-11-01,2465,Taiwan,307434000,11,2025,2025-12-10
2025-12-01,2465,Taiwan,360721000,12,2025,2026-01-10
2025-01-01,2466,Taiwan,43032000,1,2025,2025-02-10
2025-02-01,2466,Taiwan,50314000,2,2025,2025-03-10
2025-03-01,2466,Taiwan,109955000,3,2025,2025-04-10
2025-04-01,2466,Taiwan,97291000,4,2025,2025-05-10
2025-05-01,2466,Taiwan,68889000,5,2025,2025-06-10
2025-06-01,2466,Taiwan,77900000,6,2025,2025-07-10
2025-07-01,2466,Taiwan,215166000,7,2025,2025-08-10
2025-08-01,2466,Taiwan,140672000,8,2025,2025-09-10
2025-09-01,2466,Taiwan,28434000,9,2025,2025-10-10
2025-10-01,2466,Taiwan,37350000,10,2025,2025-11-10
2025-11-01,2466,Taiwan,46981000,11,2025,2025-12-10
2025-12-01,2466,Taiwan,31312000,12,2025,2026-01-10
2025-01-01,2467,Taiwan,443394000,1,2025,2025-02-10
2025-02-01,2467,Taiwan,362558000,2,2025,2025-03-10
2025-03-01,2467,Taiwan,503137000,3,2025,2025-04-10
2025-04-01,2467,Taiwan,476618000,4,2025,2025-05-10
2025-05-01,2467,Taiwan,585624000,5,2025,2025-06-10
2025-06-01,2467,Taiwan,447821000,6,2025,2025-07-10
2025-07-01,2467,Taiwan,501669000,7,2025,2025-08-10
2025-08-01,2467,Taiwan,538685000,8,2025,2025-09-10
2025-09-01,2467,Taiwan,495753000,9,2025,2025-10-10
2025-10-01,2467,Taiwan,560854000,10,2025,2025-11-10
2025-11-01,2467,Taiwan,582375000,11,2025,2025-12-10
2025-12-01,2467,Taiwan,603666000,12,2025,2026-01-10
2025-01-01,2468,Taiwan,286320000,1,2025,2025-02-10
2025-02-01,2468,Taiwan,236946000,2,2025,2025-03-10
2025-03-01,2468,Taiwan,257617000,3,2025,2025-04-10
2025-04-01,2468,Taiwan,211207000,4,2025,2025-05-10
2025-05-01,2468,Taiwan,251977000,5,2025,2025-06-10
2025-06-01,2468,Taiwan,199002000,6,2025,2025-07-10
2025-07-01,2468,Taiwan,150816000,7,2025,2025-08-10
2025-08-01,2468,Taiwan,278023000,8,2025,2025-09-10
2025-09-01,2468,Taiwan,182318000,9,2025,2025-10-10
2025-10-01,2468,Taiwan,175129000,10,2025,2025-11-10
2025-11-01,2468,Taiwan,196381000,11,2025,2025-12-10
2025-12-01,2468,Taiwan,268467000,12,2025,2026-01-10
2025-01-01,2471,Taiwan,64148000,1,2025,2025-02-10
2025-02-01,2471,Taiwan,65406000,2,2025,2025-03-10
2025-03-01,2471,Taiwan,73956000,3,2025,2025-04-10
2025-04-01,2471,Taiwan,69454000,4,2025,2025-05-10
2025-05-01,2471,Taiwan,76882000,5,2025,2025-06-10
2025-06-01,2471,Taiwan,88694000,6,2025,2025-07-10
2025-07-01,2471,Taiwan,79054000,7,2025,2025-08-10
2025-08-01,2471,Taiwan,79552000,8,2025,2025-09-10
2025-09-01,2471,Taiwan,87317000,9,2025,2025-10-10
2025-10-01,2471,Taiwan,83012000,10,2025,2025-11-10
2025-11-01,2471,Taiwan,86828000,11,2025,2025-12-10
2025-12-01,2471,Taiwan,145837000,12,2025,2026-01-10
2025-01-01,2472,Taiwan,867188000,1,2025,2025-02-10
2025-02-01,2472,Taiwan,806150000,2,2025,2025-03-10
2025-03-01,2472,Taiwan,1020523000,3,2025,2025-04-10
2025-04-01,2472,Taiwan,1044241000,4,2025,2025-05-10
2025-05-01,2472,Taiwan,930985000,5,2025,2025-06-10
2025-06-01,2472,Taiwan,936936000,6,2025,2025-07-10
2025-07-01,2472,Taiwan,974676000,7,2025,2025-08-10
2025-08-01,2472,Taiwan,866813000,8,2025,2025-09-10
2025-09-01,2472,Taiwan,959654000,9,2025,2025-10-10
2025-10-01,2472,Taiwan,858764000,10,2025,2025-11-10
2025-11-01,2472,Taiwan,1006922000,11,2025,2025-12-10
2025-12-01,2472,Taiwan,1019580000,12,2025,2026-01-10
2025-01-01,2474,Taiwan,1369559000,1,2025,2025-02-10
2025-02-01,2474,Taiwan,1384150000,2,2025,2025-03-10
2025-03-01,2474,Taiwan,1595760000,3,2025,2025-04-10
2025-04-01,2474,Taiwan,1502191000,4,2025,2025-05-10
2025-05-01,2474,Taiwan,1775356000,5,2025,2025-06-10
2025-06-01,2474,Taiwan,1790965000,6,2025,2025-07-10
2025-07-01,2474,Taiwan,1607762000,7,2025,2025-08-10
2025-08-01,2474,Taiwan,1684730000,8,2025,2025-09-10
2025-09-01,2474,Taiwan,1562212000,9,2025,2025-10-10
2025-10-01,2474,Taiwan,1453311000,10,2025,2025-11-10
2025-11-01,2474,Taiwan,1521828000,11,2025,2025-12-10
2025-12-01,2474,Taiwan,1387260000,12,2025,2026-01-10
2025-01-01,2476,Taiwan,535148000,1,2025,2025-02-10
2025-02-01,2476,Taiwan,519348000,2,2025,2025-03-10
2025-03-01,2476,Taiwan,591935000,3,2025,2025-04-10
2025-04-01,2476,Taiwan,652289000,4,2025,2025-05-10
2025-05-01,2476,Taiwan,564128000,5,2025,2025-06-10
2025-06-01,2476,Taiwan,595099000,6,2025,2025-07-10
2025-07-01,2476,Taiwan,628580000,7,2025,2025-08-10
2025-08-01,2476,Taiwan,674112000,8,2025,2025-09-10
2025-09-01,2476,Taiwan,672262000,9,2025,2025-10-10
2025-10-01,2476,Taiwan,623245000,10,2025,2025-11-10
2025-11-01,2476,Taiwan,662270000,11,2025,2025-12-10
2025-12-01,2476,Taiwan,727596000,12,2025,2026-01-10
2025-01-01,2477,Taiwan,220844000,1,2025,2025-02-10
2025-02-01,2477,Taiwan,100373000,2,2025,2025-03-10
2025-03-01,2477,Taiwan,202022000,3,2025,2025-04-10
2025-04-01,2477,Taiwan,155478000,4,2025,2025-05-10
2025-05-01,2477,Taiwan,201172000,5,2025,2025-06-10
2025-06-01,2477,Taiwan,295630000,6,2025,2025-07-10
2025-07-01,2477,Taiwan,225649000,7,2025,2025-08-10
2025-08-01,2477,Taiwan,274983000,8,2025,2025-09-10
2025-09-01,2477,Taiwan,212080000,9,2025,2025-10-10
2025-10-01,2477,Taiwan,189424000,10,2025,2025-11-10
2025-11-01,2477,Taiwan,205909000,11,2025,2025-12-10
2025-12-01,2477,Taiwan,215094000,12,2025,2026-01-10
2025-01-01,2478,Taiwan,364631000,1,2025,2025-02-10
2025-02-01,2478,Taiwan,439727000,2,2025,2025-03-10
2025-03-01,2478,Taiwan,494285000,3,2025,2025-04-10
2025-04-01,2478,Taiwan,485870000,4,2025,2025-05-10
2025-05-01,2478,Taiwan,467096000,5,2025,2025-06-10
2025-06-01,2478,Taiwan,459694000,6,2025,2025-07-10
2025-07-01,2478,Taiwan,448100000,7,2025,2025-08-10
2025-08-01,2478,Taiwan,443191000,8,2025,2025-09-10
2025-09-01,2478,Taiwan,454872000,9,2025,2025-10-10
2025-10-01,2478,Taiwan,466373000,10,2025,2025-11-10
2025-11-01,2478,Taiwan,449444000,11,2025,2025-12-10
2025-12-01,2478,Taiwan,469644000,12,2025,2026-01-10
2025-01-01,2480,Taiwan,722200000,1,2025,2025-02-10
2025-02-01,2480,Taiwan,670666000,2,2025,2025-03-10
2025-03-01,2480,Taiwan,675162000,3,2025,2025-04-10
2025-04-01,2480,Taiwan,712853000,4,2025,2025-05-10
2025-05-01,2480,Taiwan,623476000,5,2025,2025-06-10
2025-06-01,2480,Taiwan,843112000,6,2025,2025-07-10
2025-07-01,2480,Taiwan,664605000,7,2025,2025-08-10
2025-08-01,2480,Taiwan,644321000,8,2025,2025-09-10
2025-09-01,2480,Taiwan,649101000,9,2025,2025-10-10
