date,stock_id,EPS,statement_available_date
2025-12-31,2949,1.42,2026-03-31
2026-03-31,2949,0.74,2026-05-15
2026-06-30,2949,0.93,2026-08-14
2019-03-31,3002,0.21,2019-05-15
2019-06-30,3002,0.09,2019-08-14
2019-09-30,3002,0.16,2019-11-14
2019-12-31,3002,0.18,2020-03-31
2020-03-31,3002,-0.04,2020-05-15
2020-06-30,3002,0.23,2020-08-14
2020-09-30,3002,0.29,2020-11-14
2020-12-31,3002,0.09,2021-03-31
2021-03-31,3002,0.02,2021-05-15
2021-06-30,3002,-0.02,2021-08-14
2021-09-30,3002,-0.05,2021-11-14
2021-12-31,3002,0.03,2022-03-31
2022-03-31,3002,-0.06,2022-05-15
2022-06-30,3002,-0.05,2022-08-14
2022-09-30,3002,0.03,2022-11-14
2022-12-31,3002,0.14,2023-03-31
2023-03-31,3002,-0.15,2023-05-15
2023-06-30,3002,0.11,2023-08-14
2023-09-30,3002,0.06,2023-11-14
2023-12-31,3002,0.08,2024-03-31
2024-03-31,3002,-0.01,2024-05-15
2024-06-30,3002,0.08,2024-08-14
2024-09-30,3002,0.02,2024-11-14
2024-12-31,3002,-0.04,2025-03-31
2025-03-31,3002,0.01,2025-05-15
2025-06-30,3002,0.28,2025-08-14
2025-09-30,3002,0.18,2025-11-14
2025-12-31,3002,-0.12,2026-03-31
2026-03-31,3002,-0.01,2026-05-15
2026-06-30,3002,0.05,2026-08-14
2019-03-31,3003,0.62,2019-05-15
2019-06-30,3003,0.72,2019-08-14
2019-09-30,3003,0.86,2019-11-14
2019-12-31,3003,0.51,2020-03-31
2020-03-31,3003,0.87,2020-05-15
2020-06-30,3003,0.46,2020-08-14
2020-09-30,3003,0.47,2020-11-14
2020-12-31,3003,0.51,2021-03-31
2021-03-31,3003,1.2,2021-05-15
2021-06-30,3003,1.07,2021-08-14
2021-09-30,3003,1.27,2021-11-14
2021-12-31,3003,1.44,2022-03-31
2022-03-31,3003,1.59,2022-05-15
2022-06-30,3003,1.75,2022-08-14
2022-09-30,3003,1.72,2022-11-14
2022-12-31,3003,0.69,2023-03-31
2023-03-31,3003,0.85,2023-05-15
2023-06-30,3003,1.06,2023-08-14
2023-09-30,3003,1.0,2023-11-14
2023-12-31,3003,0.59,2024-03-31
2024-03-31,3003,0.94,2024-05-15
2024-06-30,3003,1.19,2024-08-14
2024-09-30,3003,0.8,2024-11-14
2024-12-31,3003,0.95,2025-03-31
2025-03-31,3003,0.45,2025-05-15
2025-06-30,3003,-0.49,2025-08-14
2025-09-30,3003,0.53,2025-11-14
2025-12-31,3003,0.49,2026-03-31
2026-03-31,3003,0.47,2026-05-15
2026-06-30,3003,0.98,2026-08-14
2019-03-31,3004,1.45,2019-05-15
2019-06-30,3004,1.75,2019-08-14
2019-09-30,3004,1.94,2019-11-14
2019-12-31,3004,1.52,2020-03-31
2020-03-31,3004,1.4,2020-05-15
2020-06-30,3004,0.27,2020-08-14
2020-09-30,3004,-0.22,2020-11-14
2020-12-31,3004,-0.31,2021-03-31
2021-03-31,3004,-0.47,2021-05-15
2021-06-30,3004,-0.84,2021-08-14
2021-09-30,3004,-0.62,2021-11-14
2021-12-31,3004,0.09,2022-03-31
2022-03-31,3004,-0.44,2022-05-15
2022-06-30,3004,0.94,2022-08-14
2022-09-30,3004,1.04,2022-11-14
2022-12-31,3004,1.31,2023-03-31
2023-03-31,3004,1.27,2023-05-15
2023-06-30,3004,1.09,2023-08-14
2023-09-30,3004,1.61,2023-11-14
2023-12-31,3004,1.79,2024-03-31
2024-03-31,3004,1.92,2024-05-15
2024-06-30,3004,1.73,2024-08-14
2024-09-30,3004,1.31,2024-11-14
2024-12-31,3004,1.93,2025-03-31
2025-03-31,3004,1.99,2025-05-15
2025-06-30,3004,1.16,2025-08-14
2025-09-30,3004,1.25,2025-11-14
2025-12-31,3004,1.45,2026-03-31
2026-03-31,3004,1.92,2026-05-15
2026-06-30,3004,2.09,2026-08-14
2019-03-31,3005,0.57,2019-05-15
2019-06-30,3005,0.87,2019-08-14
2019-09-30,3005,1.02,2019-11-14
2019-12-31,3005,1.21,2020-03-31
2020-03-31,3005,0.47,2020-05-15
2020-06-30,3005,1.51,2020-08-14
2020-09-30,3005,1.12,2020-11-14
2020-12-31,3005,1.3,2021-03-31
2021-03-31,3005,0.85,2021-05-15
2021-06-30,3005,4.1,2021-08-14
2021-09-30,3005,1.05,2021-11-14
2021-12-31,3005,1.19,2022-03-31
2022-03-31,3005,0.86,2022-05-15
2022-06-30,3005,0.44,2022-08-14
2022-09-30,3005,1.21,2022-11-14
2022-12-31,3005,1.76,2023-03-31
2023-03-31,3005,1.27,2023-05-15
2023-06-30,3005,1.68,2023-08-14
2023-09-30,3005,1.81,2023-11-14
2023-12-31,3005,1.41,2024-03-31
2024-03-31,3005,1.81,2024-05-15
2024-06-30,3005,1.89,2024-08-14
2024-09-30,3005,1.85,2024-11-14
2024-12-31,3005,1.71,2025-03-31
2025-03-31,3005,1.98,2025-05-15
2025-06-30,3005,2.26,2025-08-14
2025-09-30,3005,2.12,2025-11-14
2025-12-31,3005,2.07,2026-03-31
2026-03-31,3005,1.74,2026-05-15
2026-06-30,3005,2.52,2026-08-14
2019-03-31,3006,0.34,2019-05-15
2019-06-30,3006,0.39,2019-08-14
2019-09-30,3006,0.3,2019-11-14
2019-12-31,3006,0.75,2020-03-31
2020-03-31,3006,1.11,2020-05-15
2020-06-30,3006,1.0,2020-08-14
2020-09-30,3006,0.85,2020-11-14
2020-12-31,3006,0.89,2021-03-31
2021-03-31,3006,2.3,2021-05-15
2021-06-30,3006,4.62,2021-08-14
2021-09-30,3006,6.8,2021-11-14
2021-12-31,3006,4.04,2022-03-31
2022-03-31,3006,3.41,2022-05-15
2022-06-30,3006,3.35,2022-08-14
2022-09-30,3006,0.3,2022-11-14
2022-12-31,3006,-3.35,2023-03-31
2023-03-31,3006,-1.32,2023-05-15
2023-06-30,3006,-0.36,2023-08-14
2023-09-30,3006,-0.57,2023-11-14
2023-12-31,3006,-2.11,2024-03-31
2024-03-31,3006,-0.21,2024-05-15
2024-06-30,3006,0.88,2024-08-14
2024-09-30,3006,0.74,2024-11-14
2024-12-31,3006,0.39,2025-03-31
2025-03-31,3006,-0.27,2025-05-15
2025-06-30,3006,-2.59,2025-08-14
2025-09-30,3006,0.05,2025-11-14
2025-12-31,3006,3.68,2026-03-31
2026-03-31,3006,7.22,2026-05-15
2026-06-30,3006,20.21,2026-08-14
2019-03-31,3008,37.68,2019-05-15
2019-06-30,3008,48.84,2019-08-14
2019-09-30,3008,63.85,2019-11-14
2019-12-31,3008,60.33,2020-03-31
2020-03-31,3008,50.1,2020-05-15
2020-06-30,3008,37.19,2020-08-14
2020-09-30,3008,43.74,2020-11-14
2020-12-31,3008,51.87,2021-03-31
2021-03-31,3008,39.62,2021-05-15
2021-06-30,3008,22.07,2021-08-14
2021-09-30,3008,39.22,2021-11-14
2021-12-31,3008,38.37,2022-03-31
2022-03-31,3008,41.3,2022-05-15
2022-06-30,3008,37.06,2022-08-14
2022-09-30,3008,61.01,2022-11-14
2022-12-31,3008,30.15,2023-03-31
2023-03-31,3008,24.64,2023-05-15
2023-06-30,3008,27.69,2023-08-14
2023-09-30,3008,44.6,2023-11-14
2023-12-31,3008,37.2,2024-03-31
2024-03-31,3008,45.79,2024-05-15
2024-06-30,3008,33.7,2024-08-14
2024-09-30,3008,49.67,2024-11-14
2024-12-31,3008,65.01,2025-03-31
2025-03-31,3008,48.28,2025-05-15
2025-06-30,3008,7.73,2025-08-14
2025-09-30,3008,53.05,2025-11-14
2025-12-31,3008,50.35,2026-03-31
2026-03-31,3008,46.63,2026-05-15
2026-06-30,3008,35.7,2026-08-14
2019-03-31,3010,1.36,2019-05-15
2019-06-30,3010,1.49,2019-08-14
2019-09-30,3010,1.94,2019-11-14
2019-12-31,3010,1.33,2020-03-31
2020-03-31,3010,1.49,2020-05-15
2020-06-30,3010,1.91,2020-08-14
2020-09-30,3010,2.75,2020-11-14
2020-12-31,3010,1.89,2021-03-31
2021-03-31,3010,2.58,2021-05-15
2021-06-30,3010,2.77,2021-08-14
2021-09-30,3010,3.57,2021-11-14
2021-12-31,3010,3.24,2022-03-31
2022-03-31,3010,3.26,2022-05-15
2022-06-30,3010,2.78,2022-08-14
2022-09-30,3010,3.12,2022-11-14
2022-12-31,3010,1.37,2023-03-31
2023-03-31,3010,1.22,2023-05-15
2023-06-30,3010,2.92,2023-08-14
2023-09-30,3010,3.02,2023-11-14
2023-12-31,3010,1.8,2024-03-31
2024-03-31,3010,1.8,2024-05-15
2024-06-30,3010,2.29,2024-08-14
2024-09-30,3010,2.75,2024-11-14
2024-12-31,3010,2.02,2025-03-31
2025-03-31,3010,1.94,2025-05-15
2025-06-30,3010,1.65,2025-08-14
2025-09-30,3010,2.69,2025-11-14
2025-12-31,3010,2.56,2026-03-31
2026-03-31,3010,2.47,2026-05-15
2026-06-30,3010,3.46,2026-08-14
2019-03-31,3011,-0.26,2019-05-15
2019-06-30,3011,-0.11,2019-08-14
2019-09-30,3011,-0.05,2019-11-14
2019-12-31,3011,-0.36,2020-03-31
2020-03-31,3011,-0.19,2020-05-15
2020-06-30,3011,-0.01,2020-08-14
2020-09-30,3011,-0.23,2020-11-14
2020-12-31,3011,-0.37,2021-03-31
2021-03-31,3011,-0.29,2021-05-15
2021-06-30,3011,-0.16,2021-08-14
2021-09-30,3011,-0.05,2021-11-14
2021-12-31,3011,1.09,2022-03-31
2022-03-31,3011,-0.07,2022-05-15
2022-06-30,3011,-0.1,2022-08-14
2022-09-30,3011,0.03,2022-11-14
2022-12-31,3011,0.03,2023-03-31
2023-03-31,3011,-0.29,2023-05-15
2023-06-30,3011,0.15,2023-08-14
2023-09-30,3011,-0.19,2023-11-14
2023-12-31,3011,-0.83,2024-03-31
2024-03-31,3011,-0.3,2024-05-15
2024-06-30,3011,-0.37,2024-08-14
2024-09-30,3011,-0.66,2024-11-14
2024-12-31,3011,-0.88,2025-03-31
2025-03-31,3011,-0.61,2025-05-15
2025-06-30,3011,-0.09,2025-08-14
2025-09-30,3011,-0.83,2025-11-14
2025-12-31,3011,-1.02,2026-03-31
2026-03-31,3011,-0.73,2026-05-15
2026-06-30,3011,-0.83,2026-08-14
2019-03-31,3013,0.06,2019-05-15
2019-06-30,3013,0.12,2019-08-14
2019-09-30,3013,0.18,2019-11-14
2019-12-31,3013,0.46,2020-03-31
2020-03-31,3013,0.11,2020-05-15
2020-06-30,3013,0.27,2020-08-14
2020-09-30,3013,0.17,2020-11-14
2020-12-31,3013,-0.15,2021-03-31
2021-03-31,3013,0.08,2021-05-15
2021-06-30,3013,-0.27,2021-08-14
2021-09-30,3013,-0.32,2021-11-14
2021-12-31,3013,-0.22,2022-03-31
2022-03-31,3013,0.04,2022-05-15
2022-06-30,3013,0.19,2022-08-14
2022-09-30,3013,0.66,2022-11-14
2022-12-31,3013,0.23,2023-03-31
2023-03-31,3013,0.13,2023-05-15
2023-06-30,3013,0.39,2023-08-14
2023-09-30,3013,0.42,2023-11-14
2023-12-31,3013,0.35,2024-03-31
2024-03-31,3013,0.39,2024-05-15
2024-06-30,3013,0.97,2024-08-14
2024-09-30,3013,0.8,2024-11-14
2024-12-31,3013,1.46,2025-03-31
2025-03-31,3013,0.84,2025-05-15
2025-06-30,3013,0.54,2025-08-14
2025-09-30,3013,1.06,2025-11-14
2025-12-31,3013,1.59,2026-03-31
2026-03-31,3013,1.37,2026-05-15
2026-06-30,3013,1.41,2026-08-14
2019-03-31,3014,0.51,2019-05-15
2019-06-30,3014,0.9,2019-08-14
2019-09-30,3014,1.13,2019-11-14
2019-12-31,3014,0.84,2020-03-31
2020-03-31,3014,0.79,2020-05-15
2020-06-30,3014,1.47,2020-08-14
2020-09-30,3014,2.06,2020-11-14
2020-12-31,3014,1.51,2021-03-31
2021-03-31,3014,2.33,2021-05-15
2021-06-30,3014,2.89,2021-08-14
2021-09-30,3014,3.46,2021-11-14
2021-12-31,3014,2.54,2022-03-31
2022-03-31,3014,2.51,2022-05-15
2022-06-30,3014,1.83,2022-08-14
2022-09-30,3014,1.93,2022-11-14
2022-12-31,3014,1.28,2023-03-31
2023-03-31,3014,2.12,2023-05-15
2023-06-30,3014,2.72,2023-08-14
2023-09-30,3014,2.93,2023-11-14
2023-12-31,3014,2.09,2024-03-31
2024-03-31,3014,2.45,2024-05-15
2024-06-30,3014,2.51,2024-08-14
2024-09-30,3014,3.08,2024-11-14
2024-12-31,3014,2.06,2025-03-31
2025-03-31,3014,2.83,2025-05-15
2025-06-30,3014,2.36,2025-08-14
2025-09-30,3014,2.43,2025-11-14
2025-12-31,3014,1.89,2026-03-31
2026-03-31,3014,2.85,2026-05-15
2026-06-30,3014,3.03,2026-08-14
2019-03-31,3015,-0.18,2019-05-15
2019-06-30,3015,0.0,2019-08-14
2019-09-30,3015,0.68,2019-11-14
2019-12-31,3015,0.2,2020-03-31
2020-03-31,3015,-0.1,2020-05-15
2020-06-30,3015,1.43,2020-08-14
2020-09-30,3015,1.56,2020-11-14
2020-12-31,3015,0.69,2021-03-31
2021-03-31,3015,0.7,2021-05-15
2021-06-30,3015,0.8,2021-08-14
2021-09-30,3015,1.5,2021-11-14
2021-12-31,3015,1.03,2022-03-31
2022-03-31,3015,0.71,2022-05-15
2022-06-30,3015,0.81,2022-08-14
2022-09-30,3015,1.71,2022-11-14
2022-12-31,3015,0.62,2023-03-31
2023-03-31,3015,0.45,2023-05-15
2023-06-30,3015,0.67,2023-08-14
2023-09-30,3015,1.98,2023-11-14
2023-12-31,3015,0.1,2024-03-31
2024-03-31,3015,0.61,2024-05-15
2024-06-30,3015,0.44,2024-08-14
2024-09-30,3015,0.96,2024-11-14
2024-12-31,3015,0.15,2025-03-31
2025-03-31,3015,0.2,2025-05-15
2025-06-30,3015,0.2,2025-08-14
2025-09-30,3015,1.18,2025-11-14
2025-12-31,3015,0.28,2026-03-31
2026-03-31,3015,0.37,2026-05-15
2026-06-30,3015,0.71,2026-08-14
2019-03-31,3016,0.07,2019-05-15
2019-06-30,3016,0.04,2019-08-14
2019-09-30,3016,0.0,2019-11-14
2019-12-31,3016,-0.07,2020-03-31
2020-03-31,3016,0.08,2020-05-15
2020-06-30,3016,0.08,2020-08-14
2020-09-30,3016,-0.1,2020-11-14
2020-12-31,3016,0.03,2021-03-31
2021-03-31,3016,0.16,2021-05-15
2021-06-30,3016,0.33,2021-08-14
2021-09-30,3016,0.46,2021-11-14
2021-12-31,3016,0.4,2022-03-31
2022-03-31,3016,0.64,2022-05-15
2022-06-30,3016,0.74,2022-08-14
2022-09-30,3016,0.7,2022-11-14
2022-12-31,3016,0.3,2023-03-31
2023-03-31,3016,0.11,2023-05-15
2023-06-30,3016,0.15,2023-08-14
2023-09-30,3016,0.15,2023-11-14
2023-12-31,3016,0.16,2024-03-31
2024-03-31,3016,0.14,2024-05-15
2024-06-30,3016,0.52,2024-08-14
2024-09-30,3016,0.16,2024-11-14
2024-12-31,3016,0.1,2025-03-31
2025-03-31,3016,0.01,2025-05-15
2025-06-30,3016,-0.15,2025-08-14
2025-09-30,3016,0.05,2025-11-14
2025-12-31,3016,0.16,2026-03-31
2026-03-31,3016,0.35,2026-05-15
2026-06-30,3016,0.65,2026-08-14
2019-03-31,3017,0.51,2019-05-15
2019-06-30,3017,0.65,2019-08-14
2019-09-30,3017,0.74,2019-11-14
2019-12-31,3017,0.81,2020-03-31
2020-03-31,3017,0.55,2020-05-15
2020-06-30,3017,1.61,2020-08-14
2020-09-30,3017,1.81,2020-11-14
2020-12-31,3017,1.45,2021-03-31
2021-03-31,3017,1.53,2021-05-15
2021-06-30,3017,2.25,2021-08-14
2021-09-30,3017,2.42,2021-11-14
2021-12-31,3017,2.01,2022-03-31
2022-03-31,3017,2.11,2022-05-15
2022-06-30,3017,3.1,2022-08-14
2022-09-30,3017,3.51,2022-11-14
2022-12-31,3017,3.06,2023-03-31
2023-03-31,3017,2.85,2023-05-15
2023-06-30,3017,3.18,2023-08-14
2023-09-30,3017,3.72,2023-11-14
2023-12-31,3017,4.36,2024-03-31
2024-03-31,3017,4.08,2024-05-15
2024-06-30,3017,5.08,2024-08-14
2024-09-30,3017,6.02,2024-11-14
2024-12-31,3017,6.03,2025-03-31
2025-03-31,3017,8.28,2025-05-15
2025-06-30,3017,10.3,2025-08-14
2025-09-30,3017,13.67,2025-11-14
2025-12-31,3017,16.92,2026-03-31
2026-03-31,3017,20.17,2026-05-15
2026-06-30,3017,24.37,2026-08-14
2019-03-31,3018,0.0,2019-05-15
2019-06-30,3018,-0.39,2019-08-14
2019-09-30,3018,-0.62,2019-11-14
2019-12-31,3018,-2.01,2020-03-31
2020-03-31,3018,0.01,2020-05-15
2020-06-30,3018,0.01,2020-08-14
2020-09-30,3018,-0.42,2020-11-14
2020-12-31,3018,-0.4,2021-03-31
2021-03-31,3018,-0.33,2021-05-15
2021-06-30,3018,-0.01,2021-08-14
2021-09-30,3018,-0.74,2021-11-14
2021-12-31,3018,-3.1,2022-03-31
2022-03-31,3018,0.2,2022-05-15
2022-06-30,3018,0.02,2022-08-14
2022-09-30,3018,-3.13,2022-11-14
2022-12-31,3018,0.24,2023-03-31
2023-03-31,3018,0.13,2023-05-15
2023-06-30,3018,-0.81,2023-08-14
2023-09-30,3018,-0.44,2023-11-14
2023-12-31,3018,-0.6,2024-03-31
2024-03-31,3018,-1.59,2024-05-15
2024-06-30,3018,0.15,2024-08-14
2024-09-30,3018,0.12,2024-11-14
2024-12-31,3018,-0.41,2025-03-31
2025-03-31,3018,-0.13,2025-05-15
2025-06-30,3018,-0.63,2025-08-14
2025-09-30,3018,-1.58,2025-11-14
2025-12-31,3018,0.2,2026-03-31
2026-03-31,3018,-0.67,2026-05-15
2026-06-30,3018,-1.5,2026-08-14
2019-03-31,3019,0.36,2019-05-15
2019-06-30,3019,1.43,2019-08-14
2019-09-30,3019,1.38,2019-11-14
2019-12-31,3019,0.23,2020-03-31
2020-03-31,3019,-0.41,2020-05-15
2020-06-30,3019,0.59,2020-08-14
2020-09-30,3019,0.66,2020-11-14
2020-12-31,3019,0.56,2021-03-31
2021-03-31,3019,1.08,2021-05-15
2021-06-30,3019,1.36,2021-08-14
2021-09-30,3019,1.31,2021-11-14
2021-12-31,3019,1.59,2022-03-31
2022-03-31,3019,0.28,2022-05-15
2022-06-30,3019,1.0,2022-08-14
2022-09-30,3019,1.62,2022-11-14
2022-12-31,3019,0.39,2023-03-31
2023-03-31,3019,0.07,2023-05-15
2023-06-30,3019,1.07,2023-08-14
2023-09-30,3019,0.65,2023-11-14
2023-12-31,3019,0.99,2024-03-31
2024-03-31,3019,0.4,2024-05-15
2024-06-30,3019,1.59,2024-08-14
2024-09-30,3019,2.46,2024-11-14
2024-12-31,3019,1.34,2025-03-31
2025-03-31,3019,0.79,2025-05-15
2025-06-30,3019,2.86,2025-08-14
2025-09-30,3019,1.86,2025-11-14
2025-12-31,3019,1.09,2026-03-31
2026-03-31,3019,1.05,2026-05-15
2026-06-30,3019,1.93,2026-08-14
2019-03-31,3021,0.23,2019-05-15
2019-06-30,3021,0.51,2019-08-14
2019-09-30,3021,0.47,2019-11-14
2019-12-31,3021,0.23,2020-03-31
2020-03-31,3021,-0.06,2020-05-15
2020-06-30,3021,0.59,2020-08-14
2020-09-30,3021,0.35,2020-11-14
2020-12-31,3021,0.15,2021-03-31
2021-03-31,3021,0.36,2021-05-15
2021-06-30,3021,0.26,2021-08-14
2021-09-30,3021,0.68,2021-11-14
2021-12-31,3021,0.11,2022-03-31
2022-03-31,3021,0.56,2022-05-15
2022-06-30,3021,0.43,2022-08-14
2022-09-30,3021,0.59,2022-11-14
2022-12-31,3021,0.37,2023-03-31
2023-03-31,3021,0.31,2023-05-15
2023-06-30,3021,0.5,2023-08-14
2023-09-30,3021,0.08,2023-11-14
2023-12-31,3021,0.36,2024-03-31
2024-03-31,3021,0.28,2024-05-15
2024-06-30,3021,0.17,2024-08-14
2024-09-30,3021,0.21,2024-11-14
2024-12-31,3021,-0.08,2025-03-31
2025-03-31,3021,-0.06,2025-05-15
2025-06-30,3021,0.09,2025-08-14
2025-09-30,3021,0.43,2025-11-14
2025-12-31,3021,-0.14,2026-03-31
2026-03-31,3021,0.19,2026-05-15
2026-06-30,3021,0.27,2026-08-14
2019-03-31,3022,0.72,2019-05-15
2019-06-30,3022,0.76,2019-08-14
2019-09-30,3022,1.06,2019-11-14
2019-12-31,3022,0.08,2020-03-31
2020-03-31,3022,1.15,2020-05-15
2020-06-30,3022,1.53,2020-08-14
2020-09-30,3022,1.45,2020-11-14
2020-12-31,3022,1.5,2021-03-31
2021-03-31,3022,1.46,2021-05-15
2021-06-30,3022,1.27,2021-08-14
2021-09-30,3022,1.19,2021-11-14
2021-12-31,3022,0.98,2022-03-31
2022-03-31,3022,1.39,2022-05-15
2022-06-30,3022,1.87,2022-08-14
2022-09-30,3022,3.46,2022-11-14
2022-12-31,3022,1.72,2023-03-31
2023-03-31,3022,2.14,2023-05-15
2023-06-30,3022,1.95,2023-08-14
2023-09-30,3022,2.76,2023-11-14
2023-12-31,3022,0.97,2024-03-31
2024-03-31,3022,2.67,2024-05-15
2024-06-30,3022,1.43,2024-08-14
2024-09-30,3022,1.67,2024-11-14
2024-12-31,3022,2.95,2025-03-31
2025-03-31,3022,2.06,2025-05-15
2025-06-30,3022,-1.67,2025-08-14
2025-09-30,3022,2.11,2025-11-14
2025-12-31,3022,2.12,2026-03-31
2026-03-31,3022,0.96,2026-05-15
2026-06-30,3022,2.34,2026-08-14
2019-03-31,3023,1.6,2019-05-15
2019-06-30,3023,2.23,2019-08-14
2019-09-30,3023,2.38,2019-11-14
2019-12-31,3023,1.25,2020-03-31
2020-03-31,3023,1.93,2020-05-15
2020-06-30,3023,2.52,2020-08-14
2020-09-30,3023,2.67,2020-11-14
2020-12-31,3023,1.97,2021-03-31
2021-03-31,3023,2.52,2021-05-15
2021-06-30,3023,2.73,2021-08-14
2021-09-30,3023,2.83,2021-11-14
2021-12-31,3023,1.91,2022-03-31
2022-03-31,3023,2.9,2022-05-15
2022-06-30,3023,3.22,2022-08-14
2022-09-30,3023,3.58,2022-11-14
2022-12-31,3023,2.51,2023-03-31
2023-03-31,3023,3.75,2023-05-15
2023-06-30,3023,3.82,2023-08-14
2023-09-30,3023,3.66,2023-11-14
2023-12-31,3023,2.5,2024-03-31
2024-03-31,3023,3.8,2024-05-15
2024-06-30,3023,3.9,2024-08-14
2024-09-30,3023,3.95,2024-11-14
2024-12-31,3023,3.05,2025-03-31
2025-03-31,3023,3.85,2025-05-15
2025-06-30,3023,3.16,2025-08-14
2025-09-30,3023,3.05,2025-11-14
2025-12-31,3023,2.96,2026-03-31
2026-03-31,3023,3.6,2026-05-15
2026-06-30,3023,3.76,2026-08-14
2019-03-31,3024,0.05,2019-05-15
2019-06-30,3024,0.09,2019-08-14
2019-09-30,3024,0.11,2019-11-14
2019-12-31,3024,-0.05,2020-03-31
2020-03-31,3024,0.03,2020-05-15
2020-06-30,3024,0.09,2020-08-14
2020-09-30,3024,0.17,2020-11-14
2020-12-31,3024,-0.11,2021-03-31
2021-03-31,3024,0.06,2021-05-15
2021-06-30,3024,0.61,2021-08-14
2021-09-30,3024,0.08,2021-11-14
2021-12-31,3024,-0.01,2022-03-31
2022-03-31,3024,0.07,2022-05-15
2022-06-30,3024,0.11,2022-08-14
2022-09-30,3024,0.1,2022-11-14
2022-12-31,3024,0.05,2023-03-31
2023-03-31,3024,0.09,2023-05-15
2023-06-30,3024,0.08,2023-08-14
2023-09-30,3024,0.16,2023-11-14
2023-12-31,3024,0.06,2024-03-31
2024-03-31,3024,0.08,2024-05-15
2024-06-30,3024,0.1,2024-08-14
2024-09-30,3024,0.02,2024-11-14
2024-12-31,3024,0.46,2025-03-31
2025-03-31,3024,0.2,2025-05-15
2025-06-30,3024,0.09,2025-08-14
2025-09-30,3024,0.03,2025-11-14
2025-12-31,3024,-0.05,2026-03-31
2026-03-31,3024,0.02,2026-05-15
2026-06-30,3024,0.03,2026-08-14
2019-03-31,3025,-0.08,2019-05-15
2019-06-30,3025,0.37,2019-08-14
2019-09-30,3025,0.09,2019-11-14
2019-12-31,3025,0.32,2020-03-31
2020-03-31,3025,0.38,2020-05-15
2020-06-30,3025,-0.14,2020-08-14
2020-09-30,3025,0.53,2020-11-14
2020-12-31,3025,0.34,2021-03-31
2021-03-31,3025,-0.19,2021-05-15
2021-06-30,3025,-0.02,2021-08-14
2021-09-30,3025,0.1,2021-11-14
2021-12-31,3025,0.58,2022-03-31
2022-03-31,3025,0.29,2022-05-15
2022-06-30,3025,0.35,2022-08-14
2022-09-30,3025,0.24,2022-11-14
2022-12-31,3025,0.07,2023-03-31
2023-03-31,3025,0.61,2023-05-15
2023-06-30,3025,0.45,2023-08-14
2023-09-30,3025,0.48,2023-11-14
2023-12-31,3025,1.44,2024-03-31
2024-03-31,3025,0.63,2024-05-15
2024-06-30,3025,0.61,2024-08-14
2024-09-30,3025,1.55,2024-11-14
2024-12-31,3025,0.89,2025-03-31
2025-03-31,3025,0.05,2025-05-15
2025-06-30,3025,-0.05,2025-08-14
2025-09-30,3025,1.18,2025-11-14
2025-12-31,3025,2.27,2026-03-31
2026-03-31,3025,0.6,2026-05-15
2026-06-30,3025,0.66,2026-08-14
2019-03-31,3026,1.73,2019-05-15
2019-06-30,3026,1.67,2019-08-14
2019-09-30,3026,2.17,2019-11-14
2019-12-31,3026,-0.55,2020-03-31
2020-03-31,3026,1.94,2020-05-15
2020-06-30,3026,2.24,2020-08-14
2020-09-30,3026,2.54,2020-11-14
2020-12-31,3026,1.6,2021-03-31
2021-03-31,3026,3.45,2021-05-15
2021-06-30,3026,3.68,2021-08-14
2021-09-30,3026,3.24,2021-11-14
2021-12-31,3026,1.99,2022-03-31
2022-03-31,3026,3.12,2022-05-15
2022-06-30,3026,2.29,2022-08-14
2022-09-30,3026,1.17,2022-11-14
2022-12-31,3026,1.21,2023-03-31
2023-03-31,3026,2.36,2023-05-15
2023-06-30,3026,1.34,2023-08-14
2023-09-30,3026,1.09,2023-11-14
2023-12-31,3026,0.45,2024-03-31
2024-03-31,3026,1.31,2024-05-15
2024-06-30,3026,1.38,2024-08-14
2024-09-30,3026,1.8,2024-11-14
2024-12-31,3026,1.38,2025-03-31
2025-03-31,3026,1.68,2025-05-15
2025-06-30,3026,1.39,2025-08-14
2025-09-30,3026,1.68,2025-11-14
2025-12-31,3026,1.83,2026-03-31
2026-03-31,3026,2.86,2026-05-15
2026-06-30,3026,3.87,2026-08-14
2019-03-31,3027,0.06,2019-05-15
2019-06-30,3027,-0.1,2019-08-14
2019-09-30,3027,-0.17,2019-11-14
2019-12-31,3027,0.02,2020-03-31
2020-03-31,3027,0.07,2020-05-15
2020-06-30,3027,0.08,2020-08-14
2020-09-30,3027,0.29,2020-11-14
2020-12-31,3027,-0.12,2021-03-31
2021-03-31,3027,0.05,2021-05-15
2021-06-30,3027,0.1,2021-08-14
2021-09-30,3027,0.15,2021-11-14
2021-12-31,3027,-0.02,2022-03-31
2022-03-31,3027,0.21,2022-05-15
2022-06-30,3027,0.06,2022-08-14
2022-09-30,3027,0.17,2022-11-14
2022-12-31,3027,-0.03,2023-03-31
2023-03-31,3027,-0.18,2023-05-15
2023-06-30,3027,0.28,2023-08-14
2023-09-30,3027,0.91,2023-11-14
2023-12-31,3027,-0.44,2024-03-31
2024-03-31,3027,0.3,2024-05-15
2024-06-30,3027,-0.18,2024-08-14
2024-09-30,3027,-0.48,2024-11-14
2024-12-31,3027,0.13,2025-03-31
2025-03-31,3027,0.32,2025-05-15
2025-06-30,3027,-0.45,2025-08-14
2025-09-30,3027,0.44,2025-11-14
