date,stock_id,EPS,statement_available_date
2021-12-31,5364,0.67,2022-03-31
2022-03-31,5364,-0.18,2022-05-15
2022-06-30,5364,-0.88,2022-08-14
2022-09-30,5364,0.69,2022-11-14
2022-12-31,5364,-0.8,2023-03-31
2023-03-31,5364,-0.53,2023-05-15
2023-06-30,5364,-0.65,2023-08-14
2023-09-30,5364,-0.13,2023-11-14
2023-12-31,5364,-0.46,2024-03-31
2024-03-31,5364,-0.45,2024-05-15
2024-06-30,5364,-0.58,2024-08-14
2024-09-30,5364,-0.61,2024-11-14
2024-12-31,5364,0.25,2025-03-31
2025-03-31,5364,-0.32,2025-05-15
2025-06-30,5364,-0.29,2025-08-14
2025-09-30,5364,-0.12,2025-11-14
2025-12-31,5364,-0.04,2026-03-31
2026-03-31,5364,-0.14,2026-05-15
2026-06-30,5364,-0.19,2026-08-14
2019-03-31,5371,0.22,2019-05-15
2019-06-30,5371,0.45,2019-08-14
2019-09-30,5371,1.08,2019-11-14
2019-12-31,5371,0.9,2020-03-31
2020-03-31,5371,0.01,2020-05-15
2020-06-30,5371,1.27,2020-08-14
2020-09-30,5371,1.35,2020-11-14
2020-12-31,5371,0.96,2021-03-31
2021-03-31,5371,0.93,2021-05-15
2021-06-30,5371,1.4,2021-08-14
2021-09-30,5371,1.46,2021-11-14
2021-12-31,5371,1.35,2022-03-31
2022-03-31,5371,1.22,2022-05-15
2022-06-30,5371,2.08,2022-08-14
2022-09-30,5371,1.78,2022-11-14
2022-12-31,5371,0.95,2023-03-31
2023-03-31,5371,0.65,2023-05-15
2023-06-30,5371,1.05,2023-08-14
2023-09-30,5371,1.2,2023-11-14
2023-12-31,5371,0.66,2024-03-31
2024-03-31,5371,0.37,2024-05-15
2024-06-30,5371,0.72,2024-08-14
2024-09-30,5371,0.52,2024-11-14
2024-12-31,5371,0.49,2025-03-31
2025-03-31,5371,0.05,2025-05-15
2025-06-30,5371,0.15,2025-08-14
2025-09-30,5371,0.24,2025-11-14
2025-12-31,5371,0.51,2026-03-31
2026-03-31,5371,-0.3,2026-05-15
2026-06-30,5371,-0.2,2026-08-14
2019-03-31,5381,-0.02,2019-05-15
2019-06-30,5381,0.0,2019-08-14
2019-09-30,5381,0.0,2019-11-14
2019-12-31,5381,-0.02,2020-03-31
2020-03-31,5381,0.02,2020-05-15
2020-06-30,5381,0.0,2020-08-14
2020-09-30,5381,0.0,2020-11-14
2020-12-31,5381,-0.01,2021-03-31
2021-03-31,5381,0.0,2021-05-15
2021-06-30,5381,0.02,2021-08-14
2021-09-30,5381,0.01,2021-11-14
2021-12-31,5381,0.04,2022-03-31
2022-03-31,5381,0.01,2022-05-15
2022-06-30,5381,0.02,2022-08-14
2022-09-30,5381,0.03,2022-11-14
2022-12-31,5381,0.04,2023-03-31
2023-03-31,5381,0.01,2023-05-15
2023-06-30,5381,0.17,2023-08-14
2023-09-30,5381,0.07,2023-11-14
2023-12-31,5381,-0.22,2024-03-31
2024-03-31,5381,0.27,2024-05-15
2024-06-30,5381,0.12,2024-08-14
2024-09-30,5381,0.19,2024-11-14
2024-12-31,5381,0.35,2025-03-31
2025-03-31,5381,0.34,2025-05-15
2025-06-30,5381,0.12,2025-08-14
2025-09-30,5381,0.19,2025-11-14
2025-12-31,5381,0.07,2026-03-31
2026-03-31,5381,0.22,2026-05-15
2026-06-30,5381,0.27,2026-08-14
2019-03-31,5383,-0.73,2019-05-15
2019-06-30,5383,-0.62,2019-08-14
2019-09-30,5383,-0.64,2019-11-14
2019-12-31,5383,-1.7,2020-03-31
2020-03-31,5383,-0.07,2020-05-15
2020-06-30,5383,-0.19,2020-08-14
2020-09-30,5383,-0.27,2020-11-14
2020-12-31,5383,-0.28,2021-03-31
2021-03-31,5383,-0.06,2021-05-15
2021-06-30,5383,-0.01,2021-08-14
2021-09-30,5383,0.28,2021-11-14
2021-12-31,5383,0.12,2022-03-31
2022-03-31,5383,0.16,2022-05-15
2022-06-30,5383,0.2,2022-08-14
2022-09-30,5383,-0.06,2022-11-14
2022-12-31,5383,-0.1,2023-03-31
2023-03-31,5383,-0.17,2023-05-15
2023-06-30,5383,-0.33,2023-08-14
2023-09-30,5383,-0.41,2023-11-14
2023-12-31,5383,-0.55,2024-03-31
2024-03-31,5383,-0.49,2024-05-15
2019-03-31,5386,-0.16,2019-05-15
2019-06-30,5386,0.0,2019-08-14
2019-09-30,5386,0.49,2019-11-14
2019-12-31,5386,0.3,2020-03-31
2020-03-31,5386,0.5,2020-05-15
2020-06-30,5386,0.19,2020-08-14
2020-09-30,5386,0.2,2020-11-14
2020-12-31,5386,0.15,2021-03-31
2021-03-31,5386,0.64,2021-05-15
2021-06-30,5386,0.73,2021-08-14
2021-09-30,5386,0.54,2021-11-14
2021-12-31,5386,0.51,2022-03-31
2022-03-31,5386,0.54,2022-05-15
2022-06-30,5386,0.41,2022-08-14
2022-09-30,5386,0.25,2022-11-14
2022-12-31,5386,0.74,2023-03-31
2023-03-31,5386,0.44,2023-05-15
2023-06-30,5386,0.48,2023-08-14
2023-09-30,5386,0.32,2023-11-14
2023-12-31,5386,1.07,2024-03-31
2024-03-31,5386,1.04,2024-05-15
2024-06-30,5386,0.14,2024-08-14
2024-09-30,5386,0.39,2024-11-14
2024-12-31,5386,1.83,2025-03-31
2025-03-31,5386,1.27,2025-05-15
2025-06-30,5386,1.28,2025-08-14
2025-09-30,5386,0.65,2025-11-14
2025-12-31,5386,5.58,2026-03-31
2026-03-31,5386,43.05,2026-05-15
2026-06-30,5386,14.22,2026-08-14
2019-03-31,5388,0.86,2019-05-15
2019-06-30,5388,0.73,2019-08-14
2019-09-30,5388,1.18,2019-11-14
2019-12-31,5388,1.43,2020-03-31
2020-03-31,5388,0.35,2020-05-15
2020-06-30,5388,0.97,2020-08-14
2020-09-30,5388,1.13,2020-11-14
2020-12-31,5388,1.22,2021-03-31
2021-03-31,5388,0.56,2021-05-15
2021-06-30,5388,0.66,2021-08-14
2021-09-30,5388,0.73,2021-11-14
2021-12-31,5388,1.49,2022-03-31
2022-03-31,5388,1.29,2022-05-15
2022-06-30,5388,1.79,2022-08-14
2022-09-30,5388,2.09,2022-11-14
2022-12-31,5388,2.39,2023-03-31
2023-03-31,5388,1.97,2023-05-15
2023-06-30,5388,2.05,2023-08-14
2023-09-30,5388,2.53,2023-11-14
2023-12-31,5388,2.62,2024-03-31
2024-03-31,5388,2.35,2024-05-15
2024-06-30,5388,1.84,2024-08-14
2024-09-30,5388,1.83,2024-11-14
2024-12-31,5388,1.72,2025-03-31
2025-03-31,5388,1.02,2025-05-15
2025-06-30,5388,1.13,2025-08-14
2025-09-30,5388,1.0,2025-11-14
2025-12-31,5388,0.89,2026-03-31
2026-03-31,5388,1.01,2026-05-15
2026-06-30,5388,1.58,2026-08-14
2019-03-31,5392,0.85,2019-05-15
2019-06-30,5392,0.19,2019-08-14
2019-09-30,5392,0.31,2019-11-14
2019-12-31,5392,0.02,2020-03-31
2020-03-31,5392,-1.27,2020-05-15
2020-06-30,5392,0.71,2020-08-14
2020-09-30,5392,-0.23,2020-11-14
2020-12-31,5392,0.05,2021-03-31
2021-03-31,5392,0.31,2021-05-15
2021-06-30,5392,0.22,2021-08-14
2021-09-30,5392,-0.15,2021-11-14
2021-12-31,5392,-0.02,2022-03-31
2022-03-31,5392,0.05,2022-05-15
2022-06-30,5392,0.02,2022-08-14
2022-09-30,5392,-0.08,2022-11-14
2022-12-31,5392,-0.56,2023-03-31
2023-03-31,5392,-0.25,2023-05-15
2023-06-30,5392,0.56,2023-08-14
2023-09-30,5392,0.11,2023-11-14
2023-12-31,5392,-0.09,2024-03-31
2024-03-31,5392,-0.04,2024-05-15
2024-06-30,5392,0.33,2024-08-14
2024-09-30,5392,-0.14,2024-11-14
2024-12-31,5392,0.03,2025-03-31
2025-03-31,5392,-0.22,2025-05-15
2025-06-30,5392,-0.35,2025-08-14
2025-09-30,5392,0.16,2025-11-14
2025-12-31,5392,0.13,2026-03-31
2026-03-31,5392,-0.3,2026-05-15
2026-06-30,5392,0.7,2026-08-14
2019-03-31,5398,-0.04,2019-05-15
2019-06-30,5398,0.1,2019-08-14
2019-09-30,5398,0.0,2019-11-14
2019-12-31,5398,0.45,2020-03-31
2020-03-31,5398,0.07,2020-05-15
2020-06-30,5398,0.05,2020-08-14
2020-09-30,5398,-0.01,2020-11-14
2020-12-31,5398,0.23,2021-03-31
2021-03-31,5398,0.16,2021-05-15
2021-06-30,5398,0.23,2021-08-14
2021-09-30,5398,0.0,2021-11-14
2021-12-31,5398,-0.06,2022-03-31
2022-03-31,5398,-0.09,2022-05-15
2022-06-30,5398,0.1,2022-08-14
2022-09-30,5398,0.0,2022-11-14
2022-12-31,5398,-0.15,2023-03-31
2023-03-31,5398,-0.29,2023-05-15
2023-06-30,5398,0.0,2023-08-14
2023-09-30,5398,-0.1,2023-11-14
2023-12-31,5398,-0.26,2024-03-31
2024-03-31,5398,0.03,2024-05-15
2024-06-30,5398,0.16,2024-08-14
2024-09-30,5398,0.05,2024-11-14
2024-12-31,5398,-0.03,2025-03-31
2025-03-31,5398,-0.2,2025-05-15
2025-06-30,5398,0.37,2025-08-14
2025-09-30,5398,0.12,2025-11-14
2025-12-31,5398,0.06,2026-03-31
2026-03-31,5398,-0.22,2026-05-15
2026-06-30,5398,0.14,2026-08-14
2019-03-31,5403,0.63,2019-05-15
2019-06-30,5403,0.82,2019-08-14
2019-09-30,5403,0.95,2019-11-14
2019-12-31,5403,1.56,2020-03-31
2020-03-31,5403,0.86,2020-05-15
2020-06-30,5403,1.04,2020-08-14
2020-09-30,5403,1.28,2020-11-14
2020-12-31,5403,2.02,2021-03-31
2021-03-31,5403,1.04,2021-05-15
2021-06-30,5403,1.17,2021-08-14
2021-09-30,5403,2.05,2021-11-14
2021-12-31,5403,1.82,2022-03-31
2022-03-31,5403,1.4,2022-05-15
2022-06-30,5403,1.41,2022-08-14
2022-09-30,5403,1.82,2022-11-14
2022-12-31,5403,2.37,2023-03-31
2023-03-31,5403,1.71,2023-05-15
2023-06-30,5403,2.47,2023-08-14
2023-09-30,5403,2.3,2023-11-14
2023-12-31,5403,1.89,2024-03-31
2024-03-31,5403,1.71,2024-05-15
2024-06-30,5403,1.87,2024-08-14
2024-09-30,5403,1.89,2024-11-14
2024-12-31,5403,2.97,2025-03-31
2025-03-31,5403,1.93,2025-05-15
2025-06-30,5403,1.99,2025-08-14
2025-09-30,5403,1.87,2025-11-14
2025-12-31,5403,2.77,2026-03-31
2026-03-31,5403,1.42,2026-05-15
2026-06-30,5403,2.16,2026-08-14
2019-03-31,5410,0.5,2019-05-15
2019-06-30,5410,0.4,2019-08-14
2019-09-30,5410,0.58,2019-11-14
2019-12-31,5410,0.46,2020-03-31
2020-03-31,5410,0.48,2020-05-15
2020-06-30,5410,0.53,2020-08-14
2020-09-30,5410,0.54,2020-11-14
2020-12-31,5410,0.46,2021-03-31
2021-03-31,5410,0.52,2021-05-15
2021-06-30,5410,0.56,2021-08-14
2021-09-30,5410,0.59,2021-11-14
2021-12-31,5410,0.48,2022-03-31
2022-03-31,5410,0.45,2022-05-15
2022-06-30,5410,0.45,2022-08-14
2022-09-30,5410,1.39,2022-11-14
2022-12-31,5410,0.95,2023-03-31
2023-03-31,5410,0.32,2023-05-15
2023-06-30,5410,0.65,2023-08-14
2023-09-30,5410,0.49,2023-11-14
2023-12-31,5410,0.66,2024-03-31
2024-03-31,5410,0.41,2024-05-15
2024-06-30,5410,0.36,2024-08-14
2024-09-30,5410,0.34,2024-11-14
2024-12-31,5410,0.5,2025-03-31
2025-03-31,5410,0.65,2025-05-15
2025-06-30,5410,0.7,2025-08-14
2025-09-30,5410,0.44,2025-11-14
2025-12-31,5410,0.56,2026-03-31
2026-03-31,5410,1.48,2026-05-15
2026-06-30,5410,0.93,2026-08-14
2019-03-31,5425,0.63,2019-05-15
2019-06-30,5425,0.54,2019-08-14
2019-09-30,5425,0.51,2019-11-14
2019-12-31,5425,0.61,2020-03-31
2020-03-31,5425,0.42,2020-05-15
2020-06-30,5425,0.45,2020-08-14
2020-09-30,5425,0.58,2020-11-14
2020-12-31,5425,0.84,2021-03-31
2021-03-31,5425,0.74,2021-05-15
2021-06-30,5425,0.72,2021-08-14
2021-09-30,5425,1.0,2021-11-14
2021-12-31,5425,1.09,2022-03-31
2022-03-31,5425,1.55,2022-05-15
2022-06-30,5425,1.55,2022-08-14
2022-09-30,5425,1.93,2022-11-14
2022-12-31,5425,1.25,2023-03-31
2023-03-31,5425,0.93,2023-05-15
2023-06-30,5425,0.62,2023-08-14
2023-09-30,5425,0.94,2023-11-14
2023-12-31,5425,0.4,2024-03-31
2024-03-31,5425,0.42,2024-05-15
2024-06-30,5425,0.5,2024-08-14
2024-09-30,5425,0.33,2024-11-14
2024-12-31,5425,0.62,2025-03-31
2025-03-31,5425,0.47,2025-05-15
2025-06-30,5425,0.17,2025-08-14
2025-09-30,5425,0.6,2025-11-14
2025-12-31,5425,0.84,2026-03-31
2026-03-31,5425,0.7,2026-05-15
2026-06-30,5425,0.83,2026-08-14
2019-03-31,5426,0.01,2019-05-15
2019-06-30,5426,-0.18,2019-08-14
2019-09-30,5426,0.12,2019-11-14
2019-12-31,5426,-0.11,2020-03-31
2020-03-31,5426,-0.21,2020-05-15
2020-06-30,5426,0.26,2020-08-14
2020-09-30,5426,0.09,2020-11-14
2020-12-31,5426,-0.4,2021-03-31
2021-03-31,5426,-0.04,2021-05-15
2021-06-30,5426,-0.21,2021-08-14
2021-09-30,5426,-0.04,2021-11-14
2021-12-31,5426,-0.33,2022-03-31
2022-03-31,5426,0.07,2022-05-15
2022-06-30,5426,0.51,2022-08-14
2022-09-30,5426,0.49,2022-11-14
2022-12-31,5426,0.05,2023-03-31
2023-03-31,5426,0.0,2023-05-15
2023-06-30,5426,0.11,2023-08-14
2023-09-30,5426,0.17,2023-11-14
2023-12-31,5426,-0.23,2024-03-31
2024-03-31,5426,0.06,2024-05-15
2024-06-30,5426,0.04,2024-08-14
2024-09-30,5426,0.57,2024-11-14
2024-12-31,5426,0.33,2025-03-31
2025-03-31,5426,0.4,2025-05-15
2025-06-30,5426,-0.12,2025-08-14
2025-09-30,5426,0.11,2025-11-14
2025-12-31,5426,0.13,2026-03-31
2026-03-31,5426,0.28,2026-05-15
2026-06-30,5426,0.12,2026-08-14
2019-03-31,5432,0.16,2019-05-15
2019-06-30,5432,0.06,2019-08-14
2019-09-30,5432,0.14,2019-11-14
2019-12-31,5432,3.0,2020-03-31
2020-03-31,5432,0.12,2020-05-15
2020-06-30,5432,-0.27,2020-08-14
2020-09-30,5432,-0.08,2020-11-14
2020-12-31,5432,-0.05,2021-03-31
2021-03-31,5432,0.06,2021-05-15
2021-06-30,5432,-0.2,2021-08-14
2021-09-30,5432,0.15,2021-11-14
2021-12-31,5432,0.46,2022-03-31
2022-03-31,5432,0.42,2022-05-15
2022-06-30,5432,1.1,2022-08-14
2022-09-30,5432,0.71,2022-11-14
2022-12-31,5432,-0.31,2023-03-31
2023-03-31,5432,0.17,2023-05-15
2023-06-30,5432,0.34,2023-08-14
2023-09-30,5432,0.66,2023-11-14
2023-12-31,5432,0.23,2024-03-31
2024-03-31,5432,0.28,2024-05-15
2024-06-30,5432,0.44,2024-08-14
2024-09-30,5432,0.29,2024-11-14
2024-12-31,5432,0.35,2025-03-31
2025-03-31,5432,0.16,2025-05-15
2025-06-30,5432,0.31,2025-08-14
2025-09-30,5432,0.61,2025-11-14
2025-12-31,5432,1.22,2026-03-31
2026-03-31,5432,0.27,2026-05-15
2026-06-30,5432,7.18,2026-08-14
2019-03-31,5434,2.13,2019-05-15
2019-06-30,5434,2.51,2019-08-14
2019-09-30,5434,2.63,2019-11-14
2019-12-31,5434,2.22,2020-03-31
2020-03-31,5434,2.51,2020-05-15
2020-06-30,5434,2.99,2020-08-14
2020-09-30,5434,2.87,2020-11-14
2020-12-31,5434,3.01,2021-03-31
2021-03-31,5434,2.5,2021-05-15
2021-06-30,5434,3.38,2021-08-14
2021-09-30,5434,3.26,2021-11-14
2021-12-31,5434,3.49,2022-03-31
2022-03-31,5434,3.63,2022-05-15
2022-06-30,5434,4.96,2022-08-14
2022-09-30,5434,4.92,2022-11-14
2022-12-31,5434,3.11,2023-03-31
2023-03-31,5434,4.07,2023-05-15
2023-06-30,5434,3.69,2023-08-14
2023-09-30,5434,4.25,2023-11-14
2023-12-31,5434,3.35,2024-03-31
2024-03-31,5434,4.11,2024-05-15
2024-06-30,5434,5.41,2024-08-14
2024-09-30,5434,4.93,2024-11-14
2024-12-31,5434,4.84,2025-03-31
2025-03-31,5434,4.91,2025-05-15
2025-06-30,5434,4.78,2025-08-14
2025-09-30,5434,5.75,2025-11-14
2025-12-31,5434,6.36,2026-03-31
2026-03-31,5434,6.86,2026-05-15
2026-06-30,5434,7.92,2026-08-14
2019-03-31,5438,-0.09,2019-05-15
2019-06-30,5438,0.1,2019-08-14
2019-09-30,5438,0.62,2019-11-14
2019-12-31,5438,-0.19,2020-03-31
2020-03-31,5438,-0.46,2020-05-15
2020-06-30,5438,-0.03,2020-08-14
2020-09-30,5438,0.5,2020-11-14
2020-12-31,5438,0.0,2021-03-31
2021-03-31,5438,0.05,2021-05-15
2021-06-30,5438,0.06,2021-08-14
2021-09-30,5438,0.67,2021-11-14
2021-12-31,5438,-0.21,2022-03-31
2022-03-31,5438,-0.32,2022-05-15
2022-06-30,5438,-0.04,2022-08-14
2022-09-30,5438,1.42,2022-11-14
2022-12-31,5438,-0.25,2023-03-31
2023-03-31,5438,-0.5,2023-05-15
2023-06-30,5438,0.26,2023-08-14
2023-09-30,5438,0.64,2023-11-14
2023-12-31,5438,-0.31,2024-03-31
2024-03-31,5438,-0.05,2024-05-15
2024-06-30,5438,-0.11,2024-08-14
2024-09-30,5438,0.81,2024-11-14
2024-12-31,5438,0.46,2025-03-31
2025-03-31,5438,0.13,2025-05-15
2025-06-30,5438,-0.05,2025-08-14
2025-09-30,5438,0.64,2025-11-14
2025-12-31,5438,-0.21,2026-03-31
2026-03-31,5438,-0.24,2026-05-15
2019-03-31,5439,0.68,2019-05-15
2019-06-30,5439,0.75,2019-08-14
2019-09-30,5439,0.59,2019-11-14
2019-12-31,5439,0.56,2020-03-31
2020-03-31,5439,0.87,2020-05-15
2020-06-30,5439,0.93,2020-08-14
2020-09-30,5439,0.71,2020-11-14
2020-12-31,5439,0.92,2021-03-31
2021-03-31,5439,1.13,2021-05-15
2021-06-30,5439,1.34,2021-08-14
2021-09-30,5439,1.12,2021-11-14
2021-12-31,5439,1.02,2022-03-31
2022-03-31,5439,1.12,2022-05-15
2022-06-30,5439,1.05,2022-08-14
2022-09-30,5439,1.03,2022-11-14
2022-12-31,5439,0.78,2023-03-31
2023-03-31,5439,1.21,2023-05-15
2023-06-30,5439,1.51,2023-08-14
2023-09-30,5439,1.61,2023-11-14
2023-12-31,5439,0.73,2024-03-31
2024-03-31,5439,1.08,2024-05-15
2024-06-30,5439,0.97,2024-08-14
2024-09-30,5439,0.45,2024-11-14
2024-12-31,5439,1.01,2025-03-31
2025-03-31,5439,1.94,2025-05-15
2025-06-30,5439,1.87,2025-08-14
2025-09-30,5439,5.71,2025-11-14
2025-12-31,5439,4.22,2026-03-31
2026-03-31,5439,3.51,2026-05-15
2026-06-30,5439,4.64,2026-08-14
2019-03-31,5443,-0.31,2019-05-15
2019-06-30,5443,0.6,2019-08-14
2019-09-30,5443,0.86,2019-11-14
2019-12-31,5443,0.36,2020-03-31
2020-03-31,5443,-0.15,2020-05-15
2020-06-30,5443,0.23,2020-08-14
2020-09-30,5443,0.31,2020-11-14
2020-12-31,5443,0.55,2021-03-31
2021-03-31,5443,0.39,2021-05-15
2021-06-30,5443,0.65,2021-08-14
2021-09-30,5443,0.47,2021-11-14
2021-12-31,5443,0.03,2022-03-31
2022-03-31,5443,0.68,2022-05-15
2022-06-30,5443,0.64,2022-08-14
2022-09-30,5443,1.0,2022-11-14
2022-12-31,5443,0.09,2023-03-31
2023-03-31,5443,0.24,2023-05-15
2023-06-30,5443,0.26,2023-08-14
2023-09-30,5443,0.1,2023-11-14
2023-12-31,5443,0.65,2024-03-31
2024-03-31,5443,0.29,2024-05-15
2024-06-30,5443,0.67,2024-08-14
2024-09-30,5443,0.65,2024-11-14
2024-12-31,5443,0.21,2025-03-31
2025-03-31,5443,0.45,2025-05-15
2025-06-30,5443,1.08,2025-08-14
2025-09-30,5443,0.44,2025-11-14
2025-12-31,5443,0.62,2026-03-31
2026-03-31,5443,0.19,2026-05-15
2026-06-30,5443,1.07,2026-08-14
2019-03-31,5450,0.15,2019-05-15
2019-06-30,5450,0.42,2019-08-14
2019-09-30,5450,0.19,2019-11-14
2019-12-31,5450,-0.18,2020-03-31
2020-03-31,5450,0.01,2020-05-15
2020-06-30,5450,0.21,2020-08-14
2020-09-30,5450,0.07,2020-11-14
2020-12-31,5450,0.25,2021-03-31
2021-03-31,5450,0.2,2021-05-15
2021-06-30,5450,0.29,2021-08-14
2021-09-30,5450,0.45,2021-11-14
2021-12-31,5450,0.29,2022-03-31
2022-03-31,5450,0.51,2022-05-15
2022-06-30,5450,0.71,2022-08-14
2022-09-30,5450,0.53,2022-11-14
2022-12-31,5450,-0.3,2023-03-31
2023-03-31,5450,0.01,2023-05-15
2023-06-30,5450,0.09,2023-08-14
2023-09-30,5450,0.03,2023-11-14
2023-12-31,5450,-0.03,2024-03-31
2024-03-31,5450,0.31,2024-05-15
2024-06-30,5450,0.21,2024-08-14
2024-09-30,5450,0.25,2024-11-14
2024-12-31,5450,0.36,2025-03-31
2025-03-31,5450,0.09,2025-05-15
2025-06-30,5450,-0.15,2025-08-14
2025-09-30,5450,0.1,2025-11-14
2025-12-31,5450,0.18,2026-03-31
2026-03-31,5450,0.07,2026-05-15
2026-06-30,5450,0.35,2026-08-14
2019-03-31,5452,0.07,2019-05-15
2019-06-30,5452,0.07,2019-08-14
2019-09-30,5452,0.06,2019-11-14
2019-12-31,5452,0.03,2020-03-31
2020-03-31,5452,0.08,2020-05-15
2020-06-30,5452,0.17,2020-08-14
2020-09-30,5452,0.31,2020-11-14
2020-12-31,5452,0.28,2021-03-31
2021-03-31,5452,0.59,2021-05-15
2021-06-30,5452,0.45,2021-08-14
2021-09-30,5452,0.3,2021-11-14
2021-12-31,5452,0.26,2022-03-31
2022-03-31,5452,0.28,2022-05-15
2022-06-30,5452,0.11,2022-08-14
2022-09-30,5452,0.21,2022-11-14
2022-12-31,5452,0.02,2023-03-31
2023-03-31,5452,0.04,2023-05-15
2023-06-30,5452,0.07,2023-08-14
2023-09-30,5452,0.13,2023-11-14
2023-12-31,5452,0.09,2024-03-31
2024-03-31,5452,0.1,2024-05-15
2024-06-30,5452,0.16,2024-08-14
2024-09-30,5452,-0.06,2024-11-14
2024-12-31,5452,0.2,2025-03-31
2025-03-31,5452,0.09,2025-05-15
2025-06-30,5452,0.08,2025-08-14
2025-09-30,5452,0.13,2025-11-14
2025-12-31,5452,0.03,2026-03-31
2026-03-31,5452,0.01,2026-05-15
2026-06-30,5452,0.39,2026-08-14
2019-03-31,5455,-0.16,2019-05-15
2019-06-30,5455,-0.07,2019-08-14
2019-09-30,5455,3.4,2019-11-14
2019-12-31,5455,-0.06,2020-03-31
2020-03-31,5455,-0.03,2020-05-15
2020-06-30,5455,-0.06,2020-08-14
2020-09-30,5455,-0.06,2020-11-14
2020-12-31,5455,-0.07,2021-03-31
2021-03-31,5455,-0.08,2021-05-15
2021-06-30,5455,-0.1,2021-08-14
2021-09-30,5455,0.02,2021-11-14
2021-12-31,5455,0.06,2022-03-31
2022-03-31,5455,0.56,2022-05-15
2022-06-30,5455,0.16,2022-08-14
2022-09-30,5455,0.27,2022-11-14
2022-12-31,5455,-0.08,2023-03-31
2023-03-31,5455,-0.12,2023-05-15
2023-06-30,5455,-0.12,2023-08-14
2023-09-30,5455,-0.13,2023-11-14
2023-12-31,5455,2.91,2024-03-31
2024-03-31,5455,2.78,2024-05-15
2024-06-30,5455,-0.1,2024-08-14
2024-09-30,5455,-0.24,2024-11-14
2024-12-31,5455,3.39,2025-03-31
2025-03-31,5455,0.03,2025-05-15
2025-06-30,5455,3.59,2025-08-14
2025-09-30,5455,-0.09,2025-11-14
2025-12-31,5455,-0.07,2026-03-31
2026-03-31,5455,-0.15,2026-05-15
2026-06-30,5455,-0.32,2026-08-14
2019-03-31,5457,0.07,2019-05-15
2019-06-30,5457,0.28,2019-08-14
2019-09-30,5457,1.02,2019-11-14
2019-12-31,5457,0.82,2020-03-31
2020-03-31,5457,0.85,2020-05-15
2020-06-30,5457,0.94,2020-08-14
2020-09-30,5457,1.11,2020-11-14
2020-12-31,5457,1.29,2021-03-31
2021-03-31,5457,0.94,2021-05-15
2021-06-30,5457,1.02,2021-08-14
2021-09-30,5457,1.8,2021-11-14
2021-12-31,5457,1.34,2022-03-31
2022-03-31,5457,0.91,2022-05-15
2022-06-30,5457,1.19,2022-08-14
2022-09-30,5457,2.03,2022-11-14
2022-12-31,5457,0.48,2023-03-31
2023-03-31,5457,-0.4,2023-05-15
2023-06-30,5457,0.01,2023-08-14
2023-09-30,5457,1.3,2023-11-14
2023-12-31,5457,0.13,2024-03-31
2024-03-31,5457,0.25,2024-05-15
2024-06-30,5457,0.01,2024-08-14
2024-09-30,5457,1.49,2024-11-14
2024-12-31,5457,0.56,2025-03-31
2025-03-31,5457,1.09,2025-05-15
2025-06-30,5457,-0.61,2025-08-14
2025-09-30,5457,1.06,2025-11-14
2025-12-31,5457,1.23,2026-03-31
2026-03-31,5457,-1.0,2026-05-15
2026-06-30,5457,-0.35,2026-08-14
2019-03-31,5460,0.11,2019-05-15
2019-06-30,5460,0.12,2019-08-14
2019-09-30,5460,0.29,2019-11-14
2019-12-31,5460,0.21,2020-03-31
2020-03-31,5460,0.11,2020-05-15
2020-06-30,5460,-0.01,2020-08-14
2020-09-30,5460,-0.11,2020-11-14
2020-12-31,5460,0.03,2021-03-31
2021-03-31,5460,-0.05,2021-05-15
2021-06-30,5460,-0.12,2021-08-14
2021-09-30,5460,0.2,2021-11-14
2021-12-31,5460,-0.01,2022-03-31
2022-03-31,5460,-0.07,2022-05-15
2022-06-30,5460,-0.13,2022-08-14
2022-09-30,5460,-0.08,2022-11-14
2022-12-31,5460,-0.07,2023-03-31
2023-03-31,5460,-0.14,2023-05-15
2023-06-30,5460,-0.01,2023-08-14
2023-09-30,5460,0.11,2023-11-14
2023-12-31,5460,-0.17,2024-03-31
2024-03-31,5460,-0.02,2024-05-15
2024-06-30,5460,0.16,2024-08-14
2024-09-30,5460,-0.02,2024-11-14
2024-12-31,5460,0.1,2025-03-31
2025-03-31,5460,-0.02,2025-05-15
2025-06-30,5460,-0.23,2025-08-14
2025-09-30,5460,0.05,2025-11-14
2025-12-31,5460,0.03,2026-03-31
2026-03-31,5460,0.09,2026-05-15
2026-06-30,5460,0.01,2026-08-14
2019-03-31,5464,0.45,2019-05-15
2019-06-30,5464,0.44,2019-08-14
2019-09-30,5464,-0.02,2019-11-14
2019-12-31,5464,-1.05,2020-03-31
2020-03-31,5464,-0.05,2020-05-15
2020-06-30,5464,-1.02,2020-08-14
2020-09-30,5464,-0.74,2020-11-14
2020-12-31,5464,-0.51,2021-03-31
2021-03-31,5464,6.03,2021-05-15
2021-06-30,5464,-0.85,2021-08-14
2021-09-30,5464,0.08,2021-11-14
2021-12-31,5464,-0.46,2022-03-31
2022-03-31,5464,1.04,2022-05-15
2022-06-30,5464,1.51,2022-08-14
2022-09-30,5464,2.99,2022-11-14
2022-12-31,5464,-1.49,2023-03-31
2023-03-31,5464,0.1,2023-05-15
2023-06-30,5464,0.95,2023-08-14
2023-09-30,5464,1.87,2023-11-14
