stock_id,stock_name,industry_category,observations,WMAPE,SMAPE,MedianAPE,MAPE,MAE,RMSE,MASE,Bias,UnderestimateRate,DirectionAccuracy
5604,中連,其他,12,0.6713316305210562,0.6776706539142147,0.40660095804623253,0.6740779043172291,89.1729804821119,130.24793801836705,0.014454152333503193,-42.8336734267726,50.0,66.66666666666666
6722,輝創,電子工業,1,0.6970678395949933,0.6946467600135716,0.6970678395949933,0.6970678395949933,2897.0,2897.0,,2897.0,0.0,0.0
1623,大東電,電器電纜,1,1.4259816959653921,1.4362218261425181,1.4259816959653921,1.4259816959653921,8755.0,8755.0,,-8755.0,100.0,0.0
2433,互盛電,其他電子業,12,1.5506642087827793,1.5531108527958084,0.8954436630454955,1.553253212652979,3513.257195748008,4961.129829172974,0.13621987246475614,-58.941492196305866,50.0,66.66666666666666
6146,耕興,其他電子類,12,1.640670899056423,1.6482643292230652,1.6173046268886049,1.6441179235212318,6145.0467171936325,6888.958268979532,0.1451140839881876,-1462.3743875662185,66.66666666666666,41.66666666666667
6721,信實,其他,12,1.84284941135154,1.8252455147330453,1.2718719323788943,1.820931434849377,5569.398062672913,7887.983726508694,0.2310760375099993,-379.934918935789,41.66666666666667,75.0
5601,台聯櫃,航運業,12,2.0029860781508715,2.0024542306565567,1.8816074690462707,1.9998821233737498,156.2145533900516,193.2234971847755,0.37672046366086476,12.659371837201283,50.0,100.0
3293,鈊象,文化創意業,12,2.0465404101943343,2.033265095480467,1.7404300067093992,2.0479092770404788,37575.33977268991,44842.08081188289,0.16130955458845544,14052.289843501892,41.66666666666667,66.66666666666666
9925,新保,其他,12,2.0952471259780205,2.0614513357942776,1.3687928441114972,2.0189956952557746,14201.909783183548,22175.906081369434,0.59389469145946,-8199.135672753511,58.333333333333336,58.333333333333336
2762,世界健身-KY,運動休閒,12,2.221026445687182,2.294156941780535,1.5122123010694668,2.2531577228183313,20329.63437510603,26059.640687465897,0.9264418998096994,-14915.421048432132,66.66666666666666,83.33333333333334
8462,柏文,運動休閒,12,2.273369202597635,2.3802418408944637,1.7154016680695625,2.3713895960818148,11491.29403208704,14862.004336025284,0.16319297750693654,-4558.031695519549,75.0,50.0
2496,卓越,其他,12,2.3567634387038066,2.412338906017135,2.1434128496342066,2.4215598554209117,1710.2678760157717,2125.0701538962567,0.23449385321912794,-22.246558899099302,58.333333333333336,75.0
6257,矽格,電子工業,12,2.371851613472968,2.378830278324386,1.8113418397832086,2.4009597739036255,38714.935363342716,52323.68120792243,0.15300824863691406,6385.522861718743,66.66666666666666,58.333333333333336
6592,和潤企業,其他,12,2.405523712654357,2.4468951767658162,1.7136619440338567,2.41872894433371,47517.340262051766,67763.98353922194,0.13181922033465368,-7636.379078382607,50.0,66.66666666666666
2492,華新科,電子零組件業,12,2.607239668399883,2.6642810996944837,1.5516680923820774,2.6407962609502107,79227.2346995346,95768.76713990816,0.15483503564779796,-18912.553750715877,50.0,83.33333333333334
6184,大豐電,其他,12,2.646490102425194,2.63158884445217,2.918609245942774,2.6204625643804778,4759.134632206015,5514.9949264117795,1.4409735972495412,-356.1124255067819,41.66666666666667,75.0
5871,中租-KY,其他,12,2.658624484219473,2.6424786499166433,1.9672507573857356,2.649410871149088,216162.5144610599,245856.54299285848,0.3013593371981912,54595.26972307932,33.33333333333333,83.33333333333334
6525,捷敏-KY,半導體業,12,2.75544709819402,2.869916648452368,2.0065631514096607,2.847509958348929,12229.38604561876,15218.263295747121,0.21254975286597408,-2227.449683963981,50.0,66.66666666666666
9941,裕融,其他,12,2.8118082770696544,2.794710273143482,2.865039152036343,2.7975372763171285,92924.08695163678,109635.2595897694,0.36654597039898257,-1005.4796339531118,50.0,75.0
9917,中保科,其他,12,2.9088434444116706,2.9271694273910684,2.676436311829628,2.9443505641242878,46068.975309367896,56922.21528238855,0.5551086245563315,4548.811956646755,50.0,83.33333333333334
2753,八方雲集,觀光餐旅,12,2.942563249588325,2.9469840228774675,3.0923163376288585,2.961366008132901,21557.019743464723,22930.76074598442,0.3950448930047797,2988.857704996238,50.0,75.0
9908,大台北,油電燃氣業,12,2.9885281877112546,2.9320626011783033,1.9676306190406976,2.9225929745387584,8402.829762746796,10676.56589995969,0.28925735201007496,-1193.5524919148472,50.0,58.333333333333336
5312,寶島科,生技醫療業,12,3.0180639128343616,2.9691934108413083,2.2024509339744385,2.9096202180028072,10532.145181777852,13804.87621164293,0.3620413622858012,-6699.841814083488,66.66666666666666,66.66666666666666
2912,統一超,貿易百貨,12,3.0502502803353067,3.1096167499730116,2.563740492408913,3.1536115021429176,891523.5729760745,1208008.2488501954,0.5607898800140714,-14567.20348761417,50.0,83.33333333333334
5903,全家,居家生活類,12,3.1120221605928653,3.215309742313962,2.2817728023000923,3.242553024871072,285378.018206144,377750.59837968333,0.5034347922874612,-54767.68637938696,75.0,66.66666666666666
3467,台灣精材,半導體業,11,3.1240737026512293,3.119080871126453,2.8350915296307786,3.1225817513820533,1600.090909090909,1946.2573173798335,0.638581977019259,-169.1818181818182,63.63636363636363,0.0
2945,三商家購,貿易百貨,12,3.1980236527006776,3.300424490612385,2.472860444294314,3.339750025220995,39452.36282612799,53931.54784277048,0.5693991219047754,-5490.243719762734,66.66666666666666,66.66666666666666
6770,力積電,電子工業,12,3.2171745954189936,3.2258087855232596,2.797486229450865,3.177387131851838,125282.44097290355,157519.6291517472,0.08727860610227385,-70626.62307237845,66.66666666666666,66.66666666666666
2755,揚秦,觀光餐旅,12,3.2266124795262905,3.3297499674830693,2.8246645187069195,3.289493701086487,8186.676803334621,10372.071301798102,0.3554125201499683,-2479.7172895693607,50.0,91.66666666666666
2640,大車隊,數位雲端類,12,3.2886825156173063,3.4214256513226182,1.7160785359772561,3.415427332197154,8583.82586140665,12919.527307937004,0.395712311636572,-1482.973147828178,58.333333333333336,83.33333333333334
6929,佑全,生技醫療業,12,3.291802353218755,3.315336621732592,1.775067146886377,3.3106335590001033,8837.948914172703,11398.386947605772,1.0055306551075451,1054.5665666462326,33.33333333333333,58.333333333333336
5287,數字,數位雲端類,12,3.326831486747682,3.3520615859586975,2.6481143424788094,3.3332267311067114,6428.333904538372,8417.527855298444,0.48826093357976125,448.53897630498494,41.66666666666667,91.66666666666666
2850,新產,金融保險,12,3.3727357304177272,3.2878012632900715,2.7456918887226562,3.274424993407284,60602.30775057309,80899.31134121065,0.6018291510986374,-2332.281694563086,50.0,66.66666666666666
6294,智基,文化創意業,12,3.414047840577792,3.647507005930697,1.3030513193474282,3.8176923778873717,2767.3901940540854,4286.169275699781,0.48011094736950494,1829.4353688489875,41.66666666666667,91.66666666666666
5607,遠雄港,航運業,12,3.417278031579976,3.4306022832969534,2.5261767948195817,3.394474863326776,11798.28909515113,14286.553395192905,0.23908348853396313,-4997.094456241331,66.66666666666666,50.0
