stock_id,stock_name,industry_category,baseline_observations,baseline_stock_count,baseline_RMSE,baseline_MAE,baseline_MAPE,baseline_MedianAPE,baseline_P90APE,baseline_WMAPE,baseline_SMAPE,baseline_MASE,baseline_Bias,baseline_UnderestimateRate,baseline_DirectionAccuracy,improved_observations,improved_stock_count,improved_RMSE,improved_MAE,improved_MAPE,improved_MedianAPE,improved_P90APE,improved_WMAPE,improved_SMAPE,improved_MASE,improved_Bias,improved_UnderestimateRate,improved_DirectionAccuracy,structural_formula_observations,structural_formula_stock_count,structural_formula_RMSE,structural_formula_MAE,structural_formula_MAPE,structural_formula_MedianAPE,structural_formula_P90APE,structural_formula_WMAPE,structural_formula_SMAPE,structural_formula_MASE,structural_formula_Bias,structural_formula_UnderestimateRate,structural_formula_DirectionAccuracy,structural_break_months,WMAPE_improvement_points,improved_beats_baseline,baseline_over_15,improved_over_15
6405,悅城,電子工業,12,1,607.1754435921913,527.3747432198801,985.033733646962,907.1283814643803,2027.0059929200343,796.0373482564228,149.34491456422455,,527.3747432198801,0.0,41.66666666666667,12,1,61.73993067453836,49.57400215215744,81.50664624142046,61.9607984424628,180.53152660960586,74.82868249382255,60.35562018193231,,11.152680895853896,41.66666666666667,25.0,12,1,61.1228271597445,49.0,81.0424065181035,65.60283687943263,178.34545454545457,73.9622641509434,59.95043452363098,,11.0,41.66666666666667,0.0,12,721.2086657626003,True,True,True
5523,豐謙,建材營造,12,1,2433.7020991302634,1348.997677884201,344.5851133642451,91.69931652984229,815.7590045373004,308.45983488205815,83.57098309287002,,1154.0174810888384,41.66666666666667,33.33333333333333,12,1,412.41148125636334,253.23648961602885,56.15853753158898,18.519291961632533,140.81565920713112,57.90468512561635,39.482672099403956,,71.62797634489839,58.333333333333336,41.66666666666667,12,1,425.0649860329822,261.98234473741053,58.89795267668995,24.42817166084927,155.55341883515197,59.904499558859115,40.09112741768988,,89.55196934696731,41.66666666666667,25.0,4,250.55514975644178,True,True,True
3308,聯德,電子工業,12,1,948.3093636968517,761.733846713946,124.17926029123151,93.22987085684753,263.08187948392936,113.94672351741899,87.69037185561992,,362.3939417801746,33.33333333333333,58.333333333333336,12,1,435.9140672599433,224.53015321588956,26.167186211228806,5.988714369297335,65.48455674889605,33.5871582970665,33.22954896031223,,-100.41182640078556,50.0,58.333333333333336,12,1,438.91611430703057,223.86975612123408,26.208408563687847,2.761638304236306,65.73432094033656,33.488370399586245,34.11574675365293,,-96.69692744284991,50.0,33.33333333333333,6,80.3595652203525,True,True,True
4909,新復興,通信網路業,12,1,59220.03222086772,42961.08763291903,165.77280430141803,139.697721199498,258.14522514210176,173.82831098774966,85.88679835789415,,42961.08763291903,0.0,33.33333333333333,12,1,54169.689122899195,26199.6926974385,78.19816146338562,28.917749464264052,242.08882191060255,106.00868322765902,43.80183231298574,,23032.04881761126,33.33333333333333,50.0,12,1,53951.47069085274,26469.4456137693,78.8343914369468,28.734555235838812,247.46552337167924,107.10015219209632,44.157363963544924,,23257.9456137693,33.33333333333333,0.0,9,67.81962776009064,True,True,True
1516,川飛,其他,12,1,11436.286477671865,10133.953881574163,180.72984332784344,99.69523754687462,450.4473625693265,154.2967576558606,129.7351467070699,,4075.0761746402954,33.33333333333333,33.33333333333333,12,1,9324.683445229624,7501.321543087456,150.79312639248917,91.60897588923372,450.4473625693265,114.21303133586606,114.32611600515432,,930.4004969080905,50.0,33.33333333333333,12,1,9696.134865865339,7804.294696246463,158.18057017657188,91.60897588923372,465.41146879883695,118.8260161328667,115.1812522575113,,1316.8701452568541,50.0,8.333333333333332,8,40.08372631999454,True,True,True
4113,聯上,建材營造,12,1,167479.2440091982,103189.60547697295,42404.048357177766,293.5275245487496,117598.37907727865,202.9380579512853,151.16258759857553,,87696.5466821019,33.33333333333333,41.66666666666667,12,1,157902.62754480014,82897.65881752763,15010.079903854345,101.13493486611058,50464.508239317605,163.03085772424447,128.28355176346525,,65877.5359760044,41.66666666666667,50.0,12,1,157923.8563211095,82779.53857646465,15728.480597178022,99.81770840933689,54015.660377358494,162.7985562999367,127.94762640218764,,66548.37547391593,41.66666666666667,16.666666666666664,9,39.90720022704082,True,True,True
8089,康全電訊,通信網路業,12,1,102282.429047273,79409.28224182948,136.85828654478212,90.15338405645504,282.714277751655,116.3983498604988,75.70545852709392,,46586.80644811239,16.666666666666664,75.0,12,1,92370.9704709577,54096.601796961266,81.40099577819001,35.315628348313375,270.59052009091886,79.29495147747247,48.38940546214179,,14294.801691793304,41.66666666666667,83.33333333333334,12,1,93223.31451272412,55121.79225715101,83.219850563416,39.3272254096798,272.05493712912414,80.79767854526547,49.534935546814665,,14499.154660347005,50.0,33.33333333333333,8,37.10339838302633,True,True,True
8291,尚茂,電子零組件業,12,1,287.4875104678273,212.92935584186606,105.27190509206746,75.08754219690653,203.32955533056722,88.62824384677047,74.43930022337528,,12.807671704762333,25.0,66.66666666666666,12,1,270.67284711699085,170.28820524303555,72.65203321454989,50.0950264561571,92.27134364846775,70.87958594923435,59.45587613867279,,-47.826135001605614,41.66666666666667,83.33333333333334,12,1,275.5020528699119,175.49214046888028,76.66959139034883,49.124378109452735,94.62856285542013,73.04563599120928,61.301159881393104,,-43.35313687215845,41.66666666666667,50.0,5,17.74865789753612,True,True,True
2538,基泰,建材營造,12,1,22759.05156377545,17317.78070763042,80.32775084622415,58.86101799594273,204.42133923763436,69.58285401651567,51.084581712250156,,13421.633638458394,25.0,58.333333333333336,12,1,21340.258750746038,14640.577101071854,66.6160481321361,28.643370243574896,200.46759553245573,58.825848204242426,41.28515395221064,,11551.2438080446,33.33333333333333,58.333333333333336,12,1,21488.6572923835,14623.012827853934,66.64681108365684,30.250498879044795,210.55488165123157,58.7552749431611,41.25358449423206,,11366.70043181822,33.33333333333333,50.0,3,10.757005812273242,True,True,True
9906,欣巴巴,建材營造,12,1,203679.41551516592,135067.0658473388,50577.732260203295,277.7040154014052,255642.25351120357,125.04019667605021,149.35029215264342,,1588.397209720851,41.66666666666667,50.0,12,1,198069.15837880928,125479.1713497597,33777.77870521578,98.50108720415368,107574.85647088145,116.16407127741641,135.77556433287683,,-19812.693689748823,41.66666666666667,33.33333333333333,12,1,176140.84289355422,114388.17455249194,32414.584401676024,98.75198674481666,107544.61864953791,105.89642822051255,136.0942633026633,,-28321.80321849995,41.66666666666667,33.33333333333333,6,8.876125398633803,True,True,True
3313,斐成,建材營造,12,1,1405.330022799872,826.2360953005646,123.86502576252425,79.08219257573293,324.7342135295252,87.05622217584313,79.90661302637784,,-236.76862578977466,33.33333333333333,58.333333333333336,12,1,1390.4846379826643,754.9674442737378,81.4564490919207,39.64948519321637,212.21522400738775,79.54701318188474,61.63933702127945,,-304.4173552618312,50.0,66.66666666666666,12,1,1404.4131626665842,772.2137570883636,86.70344514267471,38.699528696720286,236.43784354569263,81.36416792572099,62.61330097043653,,-282.44648383714497,41.66666666666667,50.0,5,7.509208993958396,True,True,True
4934,太極,電子工業,12,1,4877.257326555893,3870.422849349179,58.082698922895084,47.489814968988284,88.58973587396794,51.988620831447385,42.82673731914795,,1889.5371669313643,33.33333333333333,58.333333333333336,12,1,4518.860259314174,3347.149707151817,49.8180650818987,29.671866429324712,73.01913920374365,44.959867116448734,38.35177044460056,,936.4051995839485,41.66666666666667,50.0,12,1,4729.4044009328845,3431.3403417659847,51.913165899373894,31.031706423973738,79.16187425612152,46.09073967246697,38.423522920485524,,1190.1477937357001,41.66666666666667,41.66666666666667,3,7.0287537149986505,True,True,True
1340,勝悅-KY,塑膠工業,12,1,6442.529655217717,5807.005195680097,88.66521557637999,44.306299284570734,211.3806522388793,44.91659996271854,52.97811747422273,,3988.005562073226,16.666666666666664,50.0,12,1,6142.992603858422,4907.639732677027,62.631165302895354,24.55000316681372,202.95633251386192,37.960098743803584,37.96280208803681,,2761.9734324034885,33.33333333333333,33.33333333333333,12,1,6045.986344261597,4819.240012698124,62.17377291654628,24.748373390978518,202.95140687749296,37.276335818627885,37.59634951283961,,2635.9909125048544,33.33333333333333,33.33333333333333,4,6.956501218914958,True,True,True
5525,順天,建材營造,12,1,451896.75351650314,206047.36189681198,211.22621894217352,80.23215387039147,336.34602004171717,107.81436744308644,89.60177745593212,,-91677.54154727823,33.33333333333333,25.0,12,1,452501.8268768841,196647.38243673983,170.90492999346841,50.55273519396337,182.95145230217994,102.89582429778173,73.58253001738001,,-107255.10478887078,41.66666666666667,33.33333333333333,12,1,460938.100784549,200639.64212673766,176.8612390687232,50.826165353144034,197.83072961302886,104.98477583389119,73.87659157559284,,-107972.58348140669,41.66666666666667,16.666666666666664,4,4.91854314530471,True,True,True
